year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,6
1909,0,0
1910,0,5
1911,0,5
1912,0,8
1913,0,12
1914,0,19
1915,0,9
1916,0,27
1917,0,24
1918,7,35
1919,0,25
1920,0,24
1921,5,22
1922,0,26
1923,7,27
1924,5,42
1925,11,25
1926,5,22
1927,0,33
1928,0,31
1929,0,27
1930,5,42
1931,6,56
1932,6,35
1933,0,41
1934,0,39
1935,0,45
1936,5,38
1937,5,47
1938,6,40
1939,7,46
1940,5,46
1941,12,48
1942,8,68
1943,11,57
1944,14,57
1945,12,43
1946,27,71
1947,16,71
1948,15,52
1949,32,46
1950,65,48
1951,89,63
1952,60,51
1953,52,46
1954,37,56
1955,38,59
1956,20,53
1957,19,43
1958,16,40
1959,17,41
1960,27,40
1961,35,41
1962,29,50
1963,27,39
1964,25,39
1965,21,37
1966,21,39
1967,24,29
1968,15,26
1969,12,35
1970,6,26
1971,15,32
1972,15,22
1973,7,24
1974,15,14
1975,9,20
1976,0,16
1977,17,27
1978,18,24
1979,10,17
1980,18,25
1981,18,37
1982,16,33
1983,20,27
1984,18,22
1985,27,31
1986,20,24
1987,24,26
1988,36,32
1989,32,21
1990,38,31
1991,36,20
1992,41,24
1993,34,22
1994,24,16
1995,22,15
1996,18,11
1997,18,20
1998,30,17
1999,31,14
2000,22,10
2001,27,16
2002,16,11
2003,16,7
2004,24,10
2005,17,15
2006,22,14
2007,18,12
2008,18,6
2009,15,15
2010,12,11
2011,22,5
2012,26,9
2013,19,14
2014,18,8
2015,21,7
2016,12,11
2017,6,7
2018,10,0
2019,6,10
