year,F,M
1880,0,12
1881,0,17
1882,0,14
1883,0,7
1884,0,10
1885,0,9
1886,0,8
1887,0,10
1888,0,6
1889,0,5
1890,0,5
1891,0,8
1892,0,7
1893,0,15
1894,0,10
1895,0,7
1896,0,12
1897,0,11
1898,0,20
1899,0,15
1900,0,18
1901,0,5
1902,0,9
1903,0,7
1904,0,8
1905,0,10
1906,0,7
1907,0,11
1908,0,16
1909,0,15
1910,0,12
1911,0,9
1912,0,25
1913,0,26
1914,0,28
1915,0,39
1916,0,39
1917,0,41
1918,5,46
1919,0,39
1920,0,27
1921,0,50
1922,0,53
1923,0,47
1924,0,50
1925,0,46
1926,0,50
1927,0,61
1928,0,59
1929,0,52
1930,0,60
1931,0,61
1932,0,59
1933,0,80
1934,0,74
1935,0,83
1936,0,72
1937,0,78
1938,0,86
1939,0,90
1940,0,86
1941,0,91
1942,0,118
1943,0,119
1944,0,98
1945,0,105
1946,0,127
1947,0,110
1948,0,111
1949,0,85
1950,0,61
1951,0,46
1952,0,40
1953,0,58
1954,0,51
1955,0,59
1956,0,80
1957,0,145
1958,0,173
1959,0,161
1960,0,183
1961,0,189
1962,0,146
1963,0,149
1964,0,125
1965,0,92
1966,0,85
1967,0,60
1968,0,52
1969,0,43
1970,0,48
1971,0,44
1972,0,34
1973,0,36
1974,0,27
1975,0,25
1976,0,24
1977,0,22
1978,0,23
1979,0,23
1980,0,28
1981,0,17
1982,0,30
1983,0,21
1984,0,23
1985,0,15
1986,0,19
1987,0,19
1988,0,31
1989,0,35
1990,0,33
1991,0,28
1992,0,17
1993,0,18
1994,0,10
1995,0,13
1996,0,23
1997,0,15
1998,0,16
1999,0,18
2000,0,17
2001,0,20
2002,0,13
2003,0,10
2004,0,12
2005,0,11
2006,0,11
2007,0,15
2008,0,14
2009,0,12
2010,0,17
2011,0,10
2012,0,17
2013,0,21
2014,0,12
2015,0,20
2016,0,17
2017,0,23
2018,0,33
2019,0,21
