year,F,M
1880,18,0
1881,11,0
1882,11,0
1883,13,0
1884,9,0
1885,20,0
1886,13,0
1887,12,0
1888,20,0
1889,21,0
1890,11,0
1891,10,0
1892,20,0
1893,18,0
1894,20,0
1895,26,0
1896,24,0
1897,29,0
1898,28,0
1899,20,0
1900,21,0
1901,26,0
1902,26,0
1903,25,0
1904,29,0
1905,21,0
1906,21,0
1907,19,0
1908,26,0
1909,24,0
1910,29,0
1911,40,0
1912,66,0
1913,56,0
1914,55,0
1915,103,0
1916,121,0
1917,123,0
1918,131,0
1919,118,0
1920,93,0
1921,144,0
1922,104,0
1923,123,0
1924,112,0
1925,123,0
1926,107,0
1927,89,0
1928,82,0
1929,75,0
1930,87,0
1931,84,0
1932,79,0
1933,82,0
1934,87,0
1935,120,0
1936,151,0
1937,174,0
1938,166,0
1939,151,0
1940,164,0
1941,183,0
1942,153,0
1943,126,0
1944,126,0
1945,119,0
1946,136,0
1947,138,0
1948,105,0
1949,138,0
1950,110,0
1951,117,0
1952,95,0
1953,113,0
1954,120,0
1955,110,0
1956,122,0
1957,130,0
1958,160,0
1959,143,0
1960,162,0
1961,141,0
1962,144,0
1963,149,0
1964,140,0
1965,115,0
1966,122,0
1967,99,0
1968,99,0
1969,92,0
1970,101,0
1971,86,0
1972,75,0
1973,57,0
1974,77,0
1975,51,0
1976,56,0
1977,51,0
1978,33,0
1979,41,0
1980,45,0
1981,33,0
1982,32,0
1983,34,0
1984,27,0
1985,22,0
1986,22,0
1987,25,0
1988,23,0
1989,11,0
1990,15,0
1991,14,0
1992,11,0
1993,20,0
1994,17,0
1995,9,0
1996,10,0
1997,14,0
1998,15,0
1999,10,0
2000,6,0
2001,14,0
2002,16,0
2003,10,0
2004,8,0
2005,7,0
2006,18,0
2007,12,0
2008,12,0
2009,5,0
2010,7,0
2011,10,0
2012,11,0
2013,17,0
2014,6,0
2015,5,0
2016,11,0
2017,6,0
2018,8,0
2019,11,0
