year,Girls,Boys
1880,0,6
1881,0,0
1882,0,0
1883,0,8
1884,0,6
1885,0,5
1886,0,7
1887,0,9
1888,0,6
1889,0,5
1890,0,6
1891,0,7
1892,0,7
1893,0,5
1894,0,5
1895,0,10
1896,0,10
1897,0,6
1898,0,6
1899,0,11
1900,0,16
1901,0,16
1902,0,20
1903,0,14
1904,0,9
1905,0,29
1906,0,28
1907,0,30
1908,0,34
1909,0,45
1910,0,38
1911,0,58
1912,0,129
1913,0,146
1914,0,205
1915,0,217
1916,0,240
1917,0,267
1918,0,351
1919,0,260
1920,0,325
1921,6,298
1922,0,307
1923,0,330
1924,0,320
1925,0,290
1926,0,246
1927,0,282
1928,0,300
1929,0,263
1930,0,243
1931,0,221
1932,0,209
1933,0,178
1934,0,199
1935,0,167
1936,0,210
1937,0,189
1938,0,164
1939,0,168
1940,0,145
1941,0,168
1942,0,179
1943,0,174
1944,0,156
1945,0,137
1946,0,155
1947,0,165
1948,0,172
1949,0,160
1950,0,166
1951,0,139
1952,0,139
1953,0,133
1954,0,142
1955,0,136
1956,0,154
1957,0,125
1958,0,118
1959,0,126
1960,0,99
1961,0,104
1962,0,100
1963,0,96
1964,0,94
1965,0,93
1966,0,79
1967,0,98
1968,0,77
1969,0,70
1970,0,95
1971,0,80
1972,0,61
1973,0,60
1974,0,70
1975,0,74
1976,0,67
1977,0,75
1978,0,70
1979,0,73
1980,0,57
1981,0,77
1982,0,63
1983,0,84
1984,0,95
1985,0,86
1986,0,87
1987,0,79
1988,0,102
1989,0,108
1990,0,106
1991,0,115
1992,0,119
1993,0,85
1994,0,99
1995,0,138
1996,0,136
1997,0,158
1998,0,133
1999,0,139
2000,0,114
2001,0,93
2002,0,92
2003,0,78
2004,0,81
2005,0,90
2006,0,68
2007,0,71
2008,0,80
2009,0,53
2010,0,46
2011,0,49
2012,0,54
2013,0,38
2014,0,42
2015,0,47
2016,0,41
2017,0,36
2018,0,42
2019,0,43
