year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,6,0
1891,0,0
1892,0,0
1893,0,0
1894,6,0
1895,6,0
1896,0,0
1897,7,0
1898,9,0
1899,5,0
1900,5,0
1901,0,0
1902,5,0
1903,8,0
1904,7,0
1905,0,0
1906,5,0
1907,6,0
1908,0,0
1909,5,0
1910,5,0
1911,5,0
1912,11,0
1913,10,0
1914,11,0
1915,15,0
1916,13,0
1917,9,0
1918,13,0
1919,17,0
1920,13,0
1921,22,0
1922,14,0
1923,30,0
1924,29,0
1925,26,0
1926,25,0
1927,26,0
1928,30,0
1929,23,0
1930,24,0
1931,7,0
1932,12,0
1933,22,0
1934,21,0
1935,18,0
1936,8,0
1937,13,0
1938,16,0
1939,16,0
1940,16,0
1941,17,0
1942,8,0
1943,16,0
1944,14,0
1945,17,0
1946,17,0
1947,16,0
1948,9,0
1949,16,0
1950,10,0
1951,20,0
1952,10,0
1953,15,0
1954,10,0
1955,12,0
1956,13,0
1957,11,0
1958,19,0
1959,11,0
1960,15,0
1961,15,0
1962,15,0
1963,14,0
1964,14,0
1965,9,0
1966,18,0
1967,13,0
1968,16,0
1969,11,0
1970,10,0
1971,24,0
1972,15,0
1973,18,0
1974,19,0
1975,10,0
1976,19,0
1977,26,0
1978,26,0
1979,24,0
1980,24,0
1981,23,0
1982,41,0
1983,39,0
1984,38,0
1985,31,0
1986,23,0
1987,33,0
1988,34,0
1989,28,0
1990,35,0
1991,30,0
1992,33,0
1993,31,0
1994,19,0
1995,20,0
1996,18,0
1997,28,0
1998,29,0
1999,32,0
2000,23,0
2001,20,0
2002,29,0
2003,21,0
2004,28,0
2005,17,0
2006,24,0
2007,23,0
2008,28,0
2009,19,0
2010,20,0
2011,22,0
2012,19,0
2013,12,0
2014,20,0
2015,21,0
2016,24,0
2017,28,0
2018,49,0
2019,50,0
