year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,6,0
1970,10,7
1971,12,8
1972,12,9
1973,11,0
1974,14,10
1975,7,7
1976,7,0
1977,5,0
1978,12,6
1979,15,0
1980,13,0
1981,16,0
1982,16,0
1983,24,0
1984,8,0
1985,19,0
1986,14,0
1987,24,5
1988,42,0
1989,50,8
1990,53,8
1991,67,12
1992,87,18
1993,121,15
1994,159,31
1995,187,44
1996,242,55
1997,252,50
1998,298,61
1999,277,60
2000,308,71
2001,339,89
2002,372,71
2003,368,75
2004,468,113
2005,431,87
2006,411,126
2007,456,103
2008,529,138
2009,523,115
2010,527,114
2011,520,109
2012,511,116
2013,480,78
2014,440,75
2015,386,79
2016,400,72
2017,362,74
2018,371,66
2019,401,71
