year,F,M
1880,0,0
1881,0,0
1882,6,0
1883,0,0
1884,6,0
1885,9,0
1886,10,0
1887,9,0
1888,0,0
1889,10,0
1890,7,0
1891,8,0
1892,5,0
1893,17,0
1894,11,0
1895,16,0
1896,11,0
1897,15,0
1898,16,0
1899,12,0
1900,17,0
1901,15,0
1902,17,0
1903,24,0
1904,19,0
1905,25,0
1906,33,0
1907,24,0
1908,22,0
1909,23,0
1910,37,0
1911,27,0
1912,52,0
1913,45,0
1914,61,0
1915,74,0
1916,70,0
1917,79,0
1918,81,0
1919,86,0
1920,95,0
1921,117,0
1922,114,0
1923,120,0
1924,118,0
1925,109,0
1926,85,0
1927,110,0
1928,101,0
1929,111,0
1930,69,0
1931,89,0
1932,74,0
1933,62,0
1934,58,0
1935,57,0
1936,47,0
1937,31,0
1938,50,0
1939,38,0
1940,31,0
1941,28,0
1942,26,0
1943,36,0
1944,31,0
1945,23,0
1946,26,0
1947,28,0
1948,17,0
1949,20,0
1950,20,0
1951,22,0
1952,20,0
1953,13,0
1954,21,0
1955,14,0
1956,11,0
1957,12,0
1958,7,0
1959,23,0
1960,27,0
1961,20,0
1962,19,0
1963,15,0
1964,18,0
1965,14,0
1966,18,0
1967,15,0
1968,7,0
1969,10,0
1970,14,0
1971,19,0
1972,8,0
1973,17,0
1974,17,0
1975,11,0
1976,13,0
1977,16,0
1978,8,0
1979,15,0
1980,17,0
1981,15,0
1982,15,0
1983,20,0
1984,19,0
1985,21,0
1986,9,0
1987,10,0
1988,12,0
1989,14,0
1990,15,0
1991,10,0
1992,19,0
1993,15,0
1994,15,0
1995,20,0
1996,10,0
1997,24,0
1998,34,0
1999,29,0
2000,47,0
2001,55,0
2002,70,0
2003,74,0
2004,80,0
2005,111,0
2006,117,0
2007,136,0
2008,170,0
2009,197,0
2010,235,0
2011,264,0
2012,256,0
2013,265,0
2014,288,0
2015,162,0
2016,116,0
2017,96,0
2018,60,0
2019,38,0
