year,F,M
1880,14,0
1881,5,0
1882,9,0
1883,13,0
1884,19,0
1885,24,0
1886,21,0
1887,17,0
1888,24,0
1889,31,0
1890,33,0
1891,32,0
1892,44,0
1893,35,0
1894,44,0
1895,38,0
1896,41,0
1897,42,0
1898,40,0
1899,43,0
1900,57,0
1901,39,0
1902,61,0
1903,48,0
1904,83,0
1905,78,0
1906,66,0
1907,89,0
1908,62,0
1909,78,0
1910,82,0
1911,152,0
1912,358,6
1913,301,11
1914,293,6
1915,366,14
1916,391,5
1917,371,15
1918,429,5
1919,348,12
1920,438,14
1921,397,17
1922,386,16
1923,418,14
1924,430,13
1925,395,9
1926,386,15
1927,375,12
1928,387,10
1929,330,12
1930,294,14
1931,274,8
1932,270,14
1933,261,6
1934,262,8
1935,250,5
1936,231,9
1937,214,7
1938,215,6
1939,181,9
1940,193,10
1941,156,10
1942,175,14
1943,120,8
1944,128,5
1945,122,5
1946,180,6
1947,157,6
1948,128,5
1949,129,9
1950,149,0
1951,169,0
1952,204,12
1953,215,9
1954,225,5
1955,239,0
1956,287,7
1957,255,0
1958,239,0
1959,216,0
1960,217,6
1961,218,11
1962,219,9
1963,182,5
1964,169,8
1965,119,10
1966,128,13
1967,103,0
1968,76,12
1969,73,10
1970,86,8
1971,74,8
1972,62,8
1973,54,11
1974,49,9
1975,44,10
1976,68,7
1977,66,9
1978,47,12
1979,42,13
1980,44,8
1981,34,11
1982,48,16
1983,38,11
1984,26,8
1985,38,6
1986,29,12
1987,37,10
1988,26,8
1989,27,10
1990,25,5
1991,23,10
1992,16,7
1993,15,0
1994,13,9
1995,16,6
1996,10,6
1997,10,6
1998,11,0
1999,7,0
2000,9,0
2001,7,0
2002,7,0
2003,7,0
2004,8,5
2005,12,6
2006,6,0
2007,12,6
2008,12,5
2009,8,5
2010,0,0
2011,0,0
2012,10,0
2013,0,6
2014,9,11
2015,14,6
2016,8,9
2017,14,0
2018,16,11
2019,8,5
