year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,5
1916,0,0
1917,0,0
1918,0,7
1919,0,0
1920,0,5
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,5
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,5
1955,0,0
1956,0,9
1957,0,5
1958,0,0
1959,0,0
1960,0,7
1961,0,9
1962,0,6
1963,0,11
1964,0,0
1965,0,11
1966,0,7
1967,0,18
1968,0,26
1969,0,10
1970,0,21
1971,0,19
1972,0,21
1973,0,20
1974,0,23
1975,0,27
1976,0,26
1977,0,37
1978,0,34
1979,0,22
1980,0,42
1981,0,32
1982,5,41
1983,0,43
1984,7,54
1985,0,66
1986,9,63
1987,11,78
1988,8,95
1989,14,99
1990,13,121
1991,9,128
1992,10,121
1993,10,143
1994,11,147
1995,7,136
1996,6,131
1997,7,125
1998,7,154
1999,6,141
2000,0,146
2001,0,118
2002,0,154
2003,0,173
2004,0,143
2005,0,165
2006,0,141
2007,5,150
2008,0,151
2009,0,130
2010,0,140
2011,0,120
2012,0,122
2013,0,104
2014,0,94
2015,0,111
2016,0,95
2017,0,71
2018,0,67
2019,0,71
