year,Girls,Boys
1880,0,27
1881,0,30
1882,0,32
1883,0,27
1884,0,33
1885,0,32
1886,0,18
1887,0,18
1888,0,25
1889,0,22
1890,0,15
1891,0,19
1892,0,28
1893,0,21
1894,0,23
1895,0,16
1896,0,17
1897,0,29
1898,0,21
1899,0,18
1900,0,21
1901,0,25
1902,0,21
1903,0,20
1904,0,19
1905,0,27
1906,0,22
1907,0,16
1908,0,21
1909,0,23
1910,0,33
1911,0,15
1912,0,45
1913,0,67
1914,0,83
1915,0,94
1916,0,88
1917,0,84
1918,0,85
1919,0,89
1920,0,71
1921,0,90
1922,0,80
1923,0,83
1924,0,75
1925,0,67
1926,0,56
1927,0,54
1928,0,58
1929,0,57
1930,0,48
1931,0,46
1932,0,49
1933,0,46
1934,0,38
1935,0,37
1936,0,33
1937,0,39
1938,0,49
1939,0,34
1940,0,34
1941,0,38
1942,0,35
1943,0,36
1944,0,25
1945,0,31
1946,0,31
1947,0,33
1948,0,33
1949,0,32
1950,0,29
1951,0,32
1952,0,25
1953,0,29
1954,0,19
1955,0,27
1956,0,25
1957,0,32
1958,0,22
1959,0,26
1960,0,30
1961,0,33
1962,0,35
1963,0,33
1964,0,21
1965,0,35
1966,0,37
1967,0,22
1968,0,35
1969,0,24
1970,0,26
1971,0,28
1972,0,24
1973,0,26
1974,0,24
1975,0,25
1976,0,33
1977,0,22
1978,0,35
1979,0,33
1980,0,41
1981,0,50
1982,0,39
1983,0,42
1984,0,43
1985,0,31
1986,0,45
1987,0,46
1988,0,62
1989,0,55
1990,0,66
1991,0,63
1992,0,66
1993,0,65
1994,0,62
1995,0,86
1996,0,88
1997,0,69
1998,0,68
1999,0,93
2000,0,113
2001,0,104
2002,0,114
2003,0,116
2004,0,133
2005,0,132
2006,0,154
2007,0,173
2008,0,149
2009,0,150
2010,0,162
2011,0,165
2012,0,156
2013,0,194
2014,0,202
2015,0,199
2016,0,200
2017,0,195
2018,0,203
2019,0,182
