year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,8,0
1905,0,0
1906,7,0
1907,9,0
1908,12,0
1909,11,0
1910,11,0
1911,14,0
1912,25,0
1913,29,0
1914,47,0
1915,56,6
1916,84,0
1917,71,0
1918,94,8
1919,90,0
1920,117,0
1921,140,7
1922,139,0
1923,141,6
1924,125,0
1925,123,6
1926,129,0
1927,136,6
1928,126,11
1929,120,11
1930,176,6
1931,168,8
1932,163,0
1933,149,5
1934,149,0
1935,167,6
1936,142,8
1937,153,5
1938,169,7
1939,161,0
1940,166,9
1941,148,0
1942,151,6
1943,118,5
1944,107,0
1945,85,0
1946,107,0
1947,109,0
1948,121,0
1949,99,0
1950,114,0
1951,75,0
1952,71,0
1953,60,0
1954,52,0
1955,57,5
1956,42,0
1957,45,0
1958,32,0
1959,30,0
1960,29,0
1961,32,0
1962,28,0
1963,22,0
1964,21,0
1965,16,0
1966,22,0
1967,17,0
1968,15,0
1969,14,0
1970,16,0
1971,18,0
1972,8,0
1973,8,0
1974,10,0
1975,10,0
1976,10,0
1977,6,0
1978,7,0
1979,5,0
1980,0,0
1981,0,0
1982,0,0
1983,9,0
1984,0,0
1985,8,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
