year,Girls,Boys
1880,0,0
1881,10,0
1882,13,0
1883,8,0
1884,13,0
1885,0,0
1886,7,0
1887,0,0
1888,16,0
1889,11,0
1890,9,0
1891,8,0
1892,6,0
1893,11,0
1894,13,0
1895,9,0
1896,8,0
1897,13,0
1898,7,0
1899,9,0
1900,10,0
1901,13,0
1902,6,0
1903,9,0
1904,11,0
1905,10,0
1906,9,0
1907,10,0
1908,6,0
1909,9,0
1910,11,0
1911,6,0
1912,7,0
1913,14,0
1914,15,0
1915,26,0
1916,15,0
1917,16,0
1918,22,0
1919,15,0
1920,20,0
1921,18,0
1922,13,0
1923,19,0
1924,14,0
1925,9,0
1926,13,0
1927,11,0
1928,16,0
1929,9,0
1930,11,0
1931,10,0
1932,11,0
1933,10,0
1934,13,0
1935,9,0
1936,8,0
1937,6,0
1938,12,0
1939,8,0
1940,5,0
1941,12,0
1942,7,0
1943,10,0
1944,6,0
1945,6,0
1946,10,0
1947,10,0
1948,8,0
1949,5,0
1950,12,0
1951,9,0
1952,11,0
1953,8,0
1954,10,0
1955,12,0
1956,13,0
1957,9,0
1958,11,0
1959,11,0
1960,13,0
1961,18,0
1962,7,0
1963,19,0
1964,17,0
1965,9,0
1966,14,0
1967,20,0
1968,17,0
1969,14,0
1970,23,0
1971,30,0
1972,37,0
1973,40,0
1974,34,0
1975,38,0
1976,33,0
1977,44,0
1978,25,0
1979,39,0
1980,42,0
1981,45,0
1982,36,0
1983,41,0
1984,39,0
1985,30,0
1986,35,0
1987,30,0
1988,42,0
1989,31,0
1990,39,0
1991,30,0
1992,52,0
1993,30,0
1994,30,0
1995,45,0
1996,37,0
1997,27,0
1998,26,0
1999,30,0
2000,49,0
2001,37,0
2002,51,0
2003,29,0
2004,34,0
2005,52,0
2006,69,0
2007,49,0
2008,40,0
2009,67,0
2010,54,0
2011,55,0
2012,64,0
2013,64,0
2014,86,0
2015,95,0
2016,99,0
2017,106,0
2018,120,0
2019,147,0
