year,F,M
1880,9,0
1881,11,0
1882,11,0
1883,8,0
1884,14,0
1885,19,0
1886,11,0
1887,20,0
1888,22,0
1889,15,0
1890,16,0
1891,20,0
1892,11,0
1893,16,0
1894,33,0
1895,19,0
1896,18,0
1897,24,0
1898,25,0
1899,21,0
1900,27,0
1901,17,0
1902,22,0
1903,21,0
1904,12,0
1905,17,0
1906,21,0
1907,22,0
1908,23,0
1909,27,0
1910,31,0
1911,28,0
1912,36,0
1913,45,0
1914,52,0
1915,74,0
1916,73,0
1917,71,0
1918,71,0
1919,78,0
1920,87,0
1921,78,0
1922,73,0
1923,99,0
1924,124,0
1925,73,0
1926,99,0
1927,90,0
1928,98,0
1929,84,0
1930,87,0
1931,74,0
1932,67,0
1933,63,0
1934,54,0
1935,41,0
1936,47,0
1937,36,0
1938,39,0
1939,35,0
1940,50,0
1941,46,0
1942,42,0
1943,55,0
1944,51,0
1945,46,0
1946,46,0
1947,57,0
1948,59,0
1949,62,0
1950,61,0
1951,54,0
1952,69,0
1953,60,0
1954,59,0
1955,66,0
1956,81,0
1957,83,0
1958,66,0
1959,58,0
1960,61,0
1961,72,0
1962,79,0
1963,80,0
1964,81,0
1965,68,0
1966,70,0
1967,71,0
1968,62,0
1969,66,0
1970,71,0
1971,77,0
1972,72,0
1973,92,0
1974,94,0
1975,83,0
1976,95,0
1977,81,0
1978,108,0
1979,91,0
1980,97,0
1981,121,0
1982,98,0
1983,86,0
1984,110,0
1985,110,0
1986,109,0
1987,100,0
1988,98,0
1989,126,0
1990,144,0
1991,145,0
1992,128,0
1993,139,0
1994,142,0
1995,144,0
1996,138,0
1997,138,0
1998,114,0
1999,135,0
2000,149,0
2001,155,0
2002,162,0
2003,192,0
2004,196,0
2005,187,0
2006,225,0
2007,220,0
2008,248,0
2009,243,0
2010,230,0
2011,257,0
2012,247,0
2013,271,0
2014,306,0
2015,339,0
2016,363,0
2017,494,0
2018,511,0
2019,497,0
