year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,9
1916,0,5
1917,0,0
1918,0,0
1919,0,0
1920,0,5
1921,0,0
1922,0,0
1923,0,5
1924,0,5
1925,0,0
1926,0,0
1927,0,5
1928,0,0
1929,0,0
1930,0,7
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,7
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,5
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,5
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,5
1978,0,0
1979,0,8
1980,0,8
1981,0,5
1982,8,12
1983,5,9
1984,5,14
1985,6,11
1986,6,18
1987,9,17
1988,6,23
1989,7,26
1990,0,19
1991,6,36
1992,6,30
1993,0,26
1994,5,29
1995,0,13
1996,5,15
1997,9,16
1998,5,23
1999,0,19
2000,5,19
2001,0,25
2002,0,39
2003,0,30
2004,6,41
2005,0,40
2006,0,59
2007,0,69
2008,0,67
2009,0,72
2010,0,82
2011,11,139
2012,6,156
2013,8,147
2014,5,161
2015,10,178
2016,0,160
2017,5,142
2018,7,128
2019,12,133
