year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,9,0
1888,8,0
1889,5,0
1890,11,0
1891,11,0
1892,20,0
1893,11,0
1894,22,0
1895,21,0
1896,24,0
1897,15,0
1898,20,0
1899,25,0
1900,25,0
1901,23,0
1902,26,0
1903,30,0
1904,33,0
1905,22,0
1906,29,0
1907,45,0
1908,36,0
1909,52,0
1910,43,0
1911,50,0
1912,80,0
1913,77,0
1914,61,0
1915,89,18
1916,124,9
1917,103,9
1918,115,13
1919,83,8
1920,107,10
1921,113,7
1922,98,9
1923,101,0
1924,78,6
1925,88,8
1926,82,6
1927,77,0
1928,78,5
1929,64,0
1930,81,5
1931,66,0
1932,55,5
1933,62,0
1934,60,5
1935,54,5
1936,42,8
1937,48,0
1938,52,0
1939,34,0
1940,31,0
1941,36,0
1942,34,0
1943,36,0
1944,21,0
1945,26,0
1946,20,0
1947,28,5
1948,33,0
1949,36,0
1950,18,0
1951,32,0
1952,28,0
1953,15,0
1954,32,0
1955,22,0
1956,24,0
1957,19,0
1958,17,0
1959,23,0
1960,22,0
1961,19,0
1962,26,5
1963,19,0
1964,15,0
1965,90,0
1966,892,0
1967,1152,5
1968,997,0
1969,844,6
1970,860,0
1971,911,5
1972,686,5
1973,592,0
1974,560,0
1975,509,6
1976,491,5
1977,469,0
1978,488,5
1979,591,0
1980,514,0
1981,573,5
1982,659,0
1983,619,5
1984,530,0
1985,480,0
1986,434,0
1987,446,0
1988,416,0
1989,378,0
1990,320,0
1991,344,0
1992,300,0
1993,273,0
1994,276,0
1995,231,0
1996,220,0
1997,210,0
1998,207,0
1999,214,0
2000,211,0
2001,218,0
2002,178,0
2003,201,0
2004,199,0
2005,187,0
2006,175,0
2007,192,0
2008,191,0
2009,169,0
2010,163,0
2011,173,0
2012,184,0
2013,189,0
2014,232,0
2015,192,0
2016,175,0
2017,175,0
2018,171,0
2019,139,0
