year,F,M
1880,11,0
1881,11,0
1882,9,0
1883,11,0
1884,15,0
1885,25,0
1886,18,0
1887,19,0
1888,36,0
1889,30,0
1890,30,0
1891,31,0
1892,37,0
1893,45,0
1894,41,0
1895,60,0
1896,70,0
1897,57,0
1898,75,0
1899,76,0
1900,85,0
1901,58,0
1902,67,0
1903,90,0
1904,81,0
1905,110,0
1906,115,0
1907,110,0
1908,123,0
1909,143,0
1910,141,0
1911,143,0
1912,202,0
1913,209,0
1914,277,0
1915,307,0
1916,340,0
1917,351,0
1918,363,0
1919,346,5
1920,445,0
1921,370,0
1922,345,0
1923,288,0
1924,376,0
1925,371,0
1926,348,0
1927,312,0
1928,291,0
1929,270,0
1930,282,0
1931,235,0
1932,220,0
1933,207,0
1934,207,0
1935,160,0
1936,176,0
1937,163,0
1938,134,0
1939,124,0
1940,136,0
1941,97,0
1942,120,0
1943,140,0
1944,129,0
1945,101,0
1946,109,0
1947,122,0
1948,101,0
1949,97,0
1950,94,0
1951,98,0
1952,113,0
1953,96,0
1954,79,0
1955,97,0
1956,91,0
1957,83,0
1958,89,0
1959,79,0
1960,100,0
1961,91,0
1962,90,0
1963,67,0
1964,64,0
1965,67,0
1966,36,0
1967,37,0
1968,39,0
1969,30,0
1970,33,0
1971,25,0
1972,24,0
1973,23,0
1974,21,0
1975,23,0
1976,31,0
1977,23,0
1978,19,0
1979,29,0
1980,28,0
1981,24,0
1982,22,0
1983,18,0
1984,36,0
1985,26,0
1986,27,0
1987,37,0
1988,27,0
1989,40,0
1990,47,0
1991,41,0
1992,27,0
1993,37,0
1994,34,0
1995,38,0
1996,33,0
1997,35,0
1998,44,0
1999,86,0
2000,66,0
2001,79,0
2002,73,0
2003,61,0
2004,71,0
2005,52,0
2006,65,0
2007,65,0
2008,52,0
2009,68,0
2010,57,0
2011,58,0
2012,50,0
2013,45,0
2014,30,0
2015,51,0
2016,43,0
2017,37,0
2018,39,0
2019,28,0
