year,Girls,Boys
1880,6,0
1881,11,0
1882,6,0
1883,8,0
1884,17,0
1885,15,0
1886,23,0
1887,23,0
1888,15,0
1889,19,0
1890,20,0
1891,22,0
1892,20,0
1893,30,0
1894,31,0
1895,33,0
1896,23,0
1897,36,0
1898,36,0
1899,39,0
1900,35,0
1901,44,0
1902,35,0
1903,39,0
1904,29,0
1905,37,0
1906,44,0
1907,43,0
1908,39,0
1909,44,0
1910,44,0
1911,57,0
1912,62,0
1913,69,0
1914,91,0
1915,132,0
1916,128,0
1917,158,5
1918,191,0
1919,144,0
1920,129,0
1921,139,5
1922,132,0
1923,145,0
1924,148,0
1925,148,0
1926,104,0
1927,98,0
1928,99,0
1929,98,0
1930,92,0
1931,69,0
1932,71,0
1933,53,0
1934,61,0
1935,73,0
1936,58,0
1937,42,0
1938,51,0
1939,42,0
1940,50,0
1941,46,0
1942,32,0
1943,40,0
1944,31,0
1945,38,0
1946,39,0
1947,41,0
1948,41,0
1949,41,0
1950,30,0
1951,36,0
1952,29,0
1953,37,0
1954,28,0
1955,24,0
1956,24,0
1957,29,0
1958,20,0
1959,26,0
1960,26,0
1961,23,0
1962,15,0
1963,11,0
1964,17,0
1965,11,0
1966,17,0
1967,10,0
1968,19,0
1969,14,0
1970,13,0
1971,22,0
1972,22,0
1973,15,0
1974,11,0
1975,14,0
1976,15,0
1977,8,0
1978,12,0
1979,13,0
1980,10,0
1981,17,0
1982,8,0
1983,12,0
1984,10,0
1985,9,0
1986,11,0
1987,8,0
1988,0,0
1989,10,0
1990,10,0
1991,13,0
1992,11,0
1993,10,0
1994,11,0
1995,10,0
1996,5,0
1997,5,0
1998,5,0
1999,0,0
2000,7,0
2001,0,0
2002,0,0
2003,7,0
2004,0,0
2005,0,0
2006,0,0
2007,5,0
2008,0,0
2009,0,0
2010,6,0
2011,7,0
2012,5,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,8,0
2019,0,0
