year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,5,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,13,0
1912,7,0
1913,14,0
1914,10,0
1915,29,0
1916,26,0
1917,25,0
1918,24,0
1919,23,0
1920,25,0
1921,16,0
1922,16,0
1923,20,0
1924,13,0
1925,17,0
1926,23,0
1927,18,0
1928,15,0
1929,11,0
1930,15,0
1931,15,0
1932,8,0
1933,14,0
1934,16,0
1935,12,0
1936,9,0
1937,10,0
1938,10,0
1939,9,0
1940,8,0
1941,13,0
1942,12,0
1943,13,0
1944,7,0
1945,9,0
1946,13,0
1947,8,0
1948,9,0
1949,9,0
1950,15,0
1951,7,0
1952,9,0
1953,14,0
1954,6,0
1955,9,0
1956,16,0
1957,13,0
1958,7,0
1959,13,0
1960,14,0
1961,16,0
1962,17,0
1963,21,0
1964,13,0
1965,16,0
1966,17,0
1967,18,0
1968,29,0
1969,28,0
1970,41,0
1971,36,0
1972,34,0
1973,50,0
1974,33,0
1975,43,0
1976,54,0
1977,44,0
1978,37,0
1979,46,0
1980,55,0
1981,51,0
1982,37,0
1983,44,0
1984,51,0
1985,58,0
1986,48,0
1987,64,0
1988,154,0
1989,112,0
1990,106,0
1991,101,0
1992,122,0
1993,113,0
1994,94,0
1995,144,0
1996,129,0
1997,152,0
1998,142,0
1999,94,0
2000,70,0
2001,51,0
2002,33,0
2003,38,0
2004,26,0
2005,48,0
2006,63,0
2007,84,0
2008,92,0
2009,101,0
2010,116,0
2011,76,0
2012,58,0
2013,56,0
2014,69,0
2015,79,0
2016,53,0
2017,71,0
2018,54,0
2019,54,0
