year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,6
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,6
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,5
1945,0,8
1946,0,0
1947,0,0
1948,0,0
1949,0,9
1950,0,7
1951,0,5
1952,0,13
1953,0,12
1954,0,14
1955,0,9
1956,0,17
1957,0,17
1958,0,15
1959,0,14
1960,0,9
1961,0,8
1962,0,15
1963,0,12
1964,0,14
1965,0,21
1966,0,18
1967,0,24
1968,0,22
1969,6,28
1970,0,35
1971,0,29
1972,0,30
1973,0,30
1974,5,31
1975,6,44
1976,0,38
1977,0,29
1978,0,40
1979,0,44
1980,0,49
1981,0,55
1982,0,43
1983,6,43
1984,8,48
1985,0,57
1986,5,61
1987,0,44
1988,6,45
1989,0,49
1990,0,52
1991,5,47
1992,8,54
1993,9,36
1994,0,41
1995,0,45
1996,6,44
1997,5,26
1998,8,38
1999,9,43
2000,0,34
2001,0,29
2002,0,30
2003,0,27
2004,0,26
2005,0,24
2006,0,35
2007,0,20
2008,0,16
2009,0,23
2010,0,16
2011,0,20
2012,0,11
2013,0,18
2014,0,12
2015,0,12
2016,0,9
2017,0,10
2018,0,7
2019,0,10
