year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,6,0
1891,8,0
1892,6,0
1893,12,0
1894,10,0
1895,15,0
1896,26,0
1897,20,0
1898,25,0
1899,28,0
1900,39,0
1901,21,0
1902,26,0
1903,47,0
1904,37,0
1905,34,0
1906,57,0
1907,44,0
1908,43,0
1909,69,0
1910,65,0
1911,71,0
1912,125,0
1913,155,0
1914,227,0
1915,209,0
1916,246,0
1917,266,0
1918,275,0
1919,285,0
1920,302,0
1921,331,0
1922,305,0
1923,310,0
1924,315,0
1925,300,0
1926,293,0
1927,266,0
1928,238,0
1929,209,0
1930,187,0
1931,164,0
1932,164,0
1933,139,0
1934,175,0
1935,124,0
1936,113,0
1937,165,0
1938,186,0
1939,211,0
1940,185,0
1941,225,0
1942,278,0
1943,218,0
1944,197,0
1945,174,0
1946,270,0
1947,250,0
1948,244,0
1949,256,0
1950,248,0
1951,223,0
1952,194,0
1953,226,0
1954,207,0
1955,185,0
1956,150,0
1957,178,0
1958,177,0
1959,172,0
1960,141,0
1961,160,0
1962,121,0
1963,114,0
1964,125,0
1965,115,0
1966,92,0
1967,86,0
1968,90,0
1969,95,0
1970,94,0
1971,69,0
1972,97,0
1973,75,0
1974,89,0
1975,83,0
1976,82,0
1977,82,0
1978,98,0
1979,101,0
1980,84,0
1981,70,0
1982,87,0
1983,64,0
1984,51,0
1985,65,0
1986,197,0
1987,181,0
1988,170,0
1989,237,0
1990,284,0
1991,351,0
1992,404,0
1993,475,0
1994,561,0
1995,716,0
1996,865,0
1997,1160,0
1998,1928,0
1999,1896,0
2000,2684,0
2001,2844,0
2002,2852,6
2003,2984,0
2004,3004,14
2005,3019,8
2006,2949,0
2007,3215,0
2008,4564,5
2009,4496,0
2010,3620,0
2011,3603,0
2012,3793,0
2013,3938,0
2014,4310,0
2015,4483,0
2016,4236,5
2017,3962,5
2018,3645,0
2019,3557,0
