year,Boys,Girls
1880,0,17
1881,0,6
1882,0,8
1883,0,11
1884,0,11
1885,0,10
1886,0,11
1887,0,10
1888,0,11
1889,0,15
1890,0,6
1891,0,8
1892,0,14
1893,0,10
1894,0,19
1895,0,19
1896,0,11
1897,0,7
1898,0,10
1899,0,11
1900,0,10
1901,0,8
1902,0,15
1903,0,14
1904,0,12
1905,0,10
1906,0,13
1907,0,9
1908,0,9
1909,0,16
1910,0,13
1911,0,17
1912,0,44
1913,0,37
1914,0,56
1915,0,67
1916,0,64
1917,0,60
1918,0,77
1919,0,56
1920,7,60
1921,7,56
1922,0,71
1923,0,58
1924,0,66
1925,0,42
1926,0,45
1927,0,53
1928,0,34
1929,0,41
1930,0,49
1931,0,32
1932,0,31
1933,0,40
1934,0,29
1935,0,34
1936,0,24
1937,0,31
1938,0,43
1939,0,24
1940,0,30
1941,0,25
1942,0,27
1943,0,20
1944,0,32
1945,0,27
1946,0,20
1947,0,19
1948,0,27
1949,0,28
1950,0,23
1951,0,22
1952,0,27
1953,0,16
1954,0,16
1955,0,12
1956,0,13
1957,0,10
1958,0,14
1959,0,11
1960,0,12
1961,0,9
1962,0,11
1963,0,11
1964,0,10
1965,0,11
1966,0,7
1967,0,6
1968,0,12
1969,0,11
1970,0,9
1971,0,5
1972,0,0
1973,0,12
1974,0,0
1975,0,0
1976,0,7
1977,0,6
1978,0,5
1979,0,6
1980,0,0
1981,0,5
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
