year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,5,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,9,0
1896,7,0
1897,8,0
1898,8,0
1899,0,0
1900,11,0
1901,0,0
1902,9,0
1903,5,0
1904,6,0
1905,8,0
1906,6,0
1907,8,0
1908,5,0
1909,15,0
1910,10,0
1911,13,0
1912,22,0
1913,24,0
1914,27,0
1915,40,0
1916,29,0
1917,33,0
1918,42,0
1919,38,0
1920,47,0
1921,42,0
1922,41,0
1923,39,0
1924,33,0
1925,39,0
1926,28,0
1927,47,0
1928,26,0
1929,30,0
1930,32,0
1931,19,0
1932,19,0
1933,13,0
1934,23,0
1935,23,0
1936,17,0
1937,14,0
1938,16,0
1939,27,0
1940,22,0
1941,19,0
1942,24,0
1943,22,0
1944,16,0
1945,23,0
1946,25,0
1947,22,0
1948,28,0
1949,33,0
1950,17,0
1951,16,0
1952,25,0
1953,13,0
1954,15,0
1955,20,0
1956,15,0
1957,20,0
1958,14,0
1959,12,0
1960,9,0
1961,9,0
1962,11,0
1963,7,0
1964,9,0
1965,12,0
1966,0,0
1967,8,0
1968,7,0
1969,6,0
1970,7,0
1971,0,0
1972,5,0
1973,7,0
1974,5,0
1975,0,0
1976,0,0
1977,7,0
1978,0,0
1979,0,0
1980,6,0
1981,5,0
1982,0,0
1983,0,0
1984,6,0
1985,6,0
1986,6,0
1987,5,0
1988,0,0
1989,5,0
1990,0,0
1991,10,0
1992,0,0
1993,0,0
1994,0,0
1995,5,0
1996,0,0
1997,0,0
1998,5,0
1999,5,0
2000,7,0
2001,8,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,5,0
