year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,5
1897,0,6
1898,0,6
1899,0,0
1900,0,8
1901,0,6
1902,0,0
1903,0,5
1904,0,0
1905,0,0
1906,0,0
1907,0,9
1908,0,8
1909,0,13
1910,0,13
1911,0,15
1912,0,35
1913,0,25
1914,0,39
1915,0,37
1916,0,49
1917,0,41
1918,0,41
1919,0,53
1920,0,56
1921,0,63
1922,0,56
1923,0,57
1924,0,62
1925,0,53
1926,0,60
1927,0,52
1928,0,63
1929,0,46
1930,0,57
1931,0,54
1932,0,54
1933,0,38
1934,0,35
1935,0,32
1936,0,30
1937,0,44
1938,0,46
1939,0,33
1940,0,41
1941,0,24
1942,0,41
1943,0,32
1944,0,35
1945,0,39
1946,0,35
1947,0,44
1948,0,37
1949,0,42
1950,0,38
1951,0,49
1952,0,32
1953,0,57
1954,0,57
1955,0,48
1956,0,48
1957,0,44
1958,0,63
1959,0,48
1960,0,49
1961,0,68
1962,0,37
1963,0,62
1964,0,53
1965,0,42
1966,0,51
1967,0,58
1968,0,57
1969,0,48
1970,0,58
1971,0,72
1972,0,71
1973,0,71
1974,0,78
1975,0,73
1976,0,88
1977,0,79
1978,0,73
1979,0,89
1980,0,77
1981,0,76
1982,0,75
1983,0,89
1984,0,70
1985,0,75
1986,0,77
1987,0,93
1988,0,97
1989,0,104
1990,0,93
1991,0,107
1992,0,110
1993,0,138
1994,0,113
1995,0,123
1996,0,93
1997,0,125
1998,0,138
1999,0,180
2000,0,167
2001,0,167
2002,0,156
2003,0,150
2004,0,146
2005,0,182
2006,0,179
2007,0,212
2008,0,167
2009,0,158
2010,0,163
2011,0,207
2012,0,179
2013,0,170
2014,0,176
2015,0,163
2016,0,133
2017,0,149
2018,0,150
2019,0,155
