year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,6,0
1885,5,0
1886,6,0
1887,7,0
1888,0,0
1889,7,0
1890,0,0
1891,0,0
1892,11,0
1893,0,0
1894,15,0
1895,14,0
1896,14,0
1897,11,0
1898,18,0
1899,15,0
1900,18,0
1901,30,0
1902,36,0
1903,22,0
1904,33,0
1905,44,0
1906,36,0
1907,53,0
1908,47,0
1909,56,0
1910,84,0
1911,75,0
1912,117,0
1913,139,0
1914,153,0
1915,175,0
1916,201,0
1917,203,0
1918,212,0
1919,236,0
1920,254,0
1921,230,0
1922,210,0
1923,201,0
1924,197,0
1925,149,0
1926,152,0
1927,147,5
1928,128,0
1929,108,0
1930,116,0
1931,93,0
1932,91,0
1933,84,0
1934,75,0
1935,76,0
1936,43,6
1937,55,0
1938,54,0
1939,50,0
1940,47,0
1941,47,0
1942,53,0
1943,34,0
1944,38,0
1945,32,0
1946,30,0
1947,40,0
1948,36,0
1949,22,0
1950,29,0
1951,19,0
1952,21,0
1953,18,0
1954,18,0
1955,22,0
1956,16,0
1957,10,0
1958,17,0
1959,11,0
1960,11,0
1961,11,0
1962,22,0
1963,0,0
1964,14,0
1965,7,0
1966,7,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,7,0
1972,0,0
1973,0,0
1974,5,0
1975,0,0
1976,0,0
1977,5,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,5,0
1992,0,0
1993,5,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,9,0
1999,6,0
2000,6,0
2001,6,0
2002,6,0
2003,0,0
2004,0,0
2005,7,0
2006,6,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,6,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,5,0
