year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,8,0
1884,0,0
1885,0,0
1886,8,0
1887,6,0
1888,12,0
1889,10,0
1890,6,0
1891,11,0
1892,9,0
1893,5,0
1894,12,0
1895,12,0
1896,10,0
1897,10,0
1898,17,0
1899,9,0
1900,14,0
1901,8,0
1902,10,0
1903,11,0
1904,10,0
1905,15,0
1906,13,0
1907,18,0
1908,9,0
1909,11,0
1910,7,0
1911,16,0
1912,15,0
1913,21,0
1914,24,0
1915,32,0
1916,56,0
1917,46,0
1918,57,0
1919,56,0
1920,46,0
1921,39,0
1922,54,0
1923,29,0
1924,48,0
1925,40,0
1926,40,0
1927,31,0
1928,22,0
1929,31,0
1930,16,0
1931,38,0
1932,20,0
1933,33,0
1934,17,0
1935,21,0
1936,17,0
1937,19,0
1938,18,0
1939,16,0
1940,37,0
1941,30,0
1942,33,0
1943,37,0
1944,32,0
1945,28,0
1946,22,0
1947,22,0
1948,27,0
1949,25,0
1950,26,0
1951,21,0
1952,26,0
1953,18,0
1954,28,0
1955,25,0
1956,17,0
1957,18,0
1958,16,0
1959,16,0
1960,23,0
1961,15,0
1962,20,0
1963,14,0
1964,7,0
1965,10,0
1966,11,0
1967,13,0
1968,10,0
1969,10,0
1970,18,0
1971,18,0
1972,9,0
1973,19,0
1974,11,0
1975,22,0
1976,12,0
1977,19,0
1978,14,0
1979,17,0
1980,21,0
1981,14,0
1982,14,0
1983,9,0
1984,12,0
1985,12,0
1986,11,0
1987,17,0
1988,15,0
1989,15,0
1990,10,0
1991,8,0
1992,5,0
1993,0,0
1994,10,0
1995,8,0
1996,7,0
1997,10,0
1998,11,0
1999,15,0
2000,12,0
2001,12,0
2002,12,0
2003,19,0
2004,15,0
2005,13,0
2006,17,0
2007,22,0
2008,20,0
2009,23,0
2010,16,0
2011,23,0
2012,21,0
2013,26,0
2014,37,0
2015,44,0
2016,43,0
2017,40,0
2018,47,0
2019,50,0
