year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,7
1953,0,0
1954,0,0
1955,0,0
1956,0,9
1957,0,7
1958,0,0
1959,0,6
1960,0,0
1961,0,5
1962,0,8
1963,0,8
1964,0,9
1965,0,6
1966,0,0
1967,0,0
1968,0,6
1969,0,6
1970,0,10
1971,0,16
1972,0,11
1973,0,19
1974,0,33
1975,0,103
1976,0,84
1977,0,179
1978,0,171
1979,0,146
1980,0,214
1981,0,272
1982,5,315
1983,7,343
1984,0,350
1985,0,223
1986,5,203
1987,6,168
1988,0,171
1989,0,157
1990,0,157
1991,0,159
1992,0,133
1993,0,184
1994,0,148
1995,0,224
1996,0,236
1997,0,182
1998,0,177
1999,0,196
2000,0,169
2001,0,142
2002,0,149
2003,0,202
2004,0,228
2005,0,271
2006,0,255
2007,0,245
2008,0,206
2009,0,167
2010,0,176
2011,0,113
2012,0,102
2013,0,92
2014,0,76
2015,0,63
2016,0,52
2017,0,53
2018,0,37
2019,0,42
