year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,6,0
1943,0,0
1944,5,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,12,0
1950,11,0
1951,10,0
1952,15,0
1953,17,0
1954,17,0
1955,33,0
1956,42,0
1957,23,0
1958,31,0
1959,56,0
1960,61,0
1961,52,0
1962,38,0
1963,46,0
1964,41,0
1965,35,0
1966,34,0
1967,28,0
1968,56,0
1969,51,0
1970,48,0
1971,44,0
1972,56,0
1973,55,0
1974,41,0
1975,52,0
1976,46,0
1977,56,0
1978,42,0
1979,63,0
1980,75,0
1981,49,0
1982,50,0
1983,56,0
1984,45,0
1985,43,0
1986,44,0
1987,33,0
1988,46,0
1989,67,0
1990,77,0
1991,53,0
1992,67,0
1993,69,0
1994,62,0
1995,50,0
1996,92,0
1997,113,0
1998,102,0
1999,153,0
2000,196,0
2001,255,0
2002,365,0
2003,482,0
2004,481,0
2005,537,0
2006,684,5
2007,776,0
2008,746,0
2009,745,0
2010,768,0
2011,638,0
2012,633,0
2013,669,0
2014,729,0
2015,659,0
2016,550,0
2017,632,0
2018,490,0
2019,490,0
