year,Boys,Girls
1880,0,13
1881,0,7
1882,0,10
1883,0,20
1884,0,11
1885,0,10
1886,0,5
1887,0,12
1888,0,14
1889,0,9
1890,0,14
1891,0,11
1892,0,11
1893,0,26
1894,0,16
1895,0,25
1896,0,23
1897,0,21
1898,0,27
1899,0,27
1900,0,23
1901,0,26
1902,0,26
1903,0,31
1904,0,34
1905,5,35
1906,5,33
1907,0,33
1908,0,34
1909,6,42
1910,0,39
1911,0,57
1912,12,119
1913,6,136
1914,10,166
1915,11,261
1916,16,270
1917,14,257
1918,17,296
1919,8,279
1920,17,289
1921,13,283
1922,6,276
1923,14,278
1924,13,266
1925,18,292
1926,16,305
1927,9,284
1928,17,278
1929,16,269
1930,8,259
1931,12,257
1932,14,243
1933,14,207
1934,12,239
1935,22,188
1936,15,233
1937,20,221
1938,20,215
1939,12,235
1940,19,215
1941,20,210
1942,42,230
1943,25,242
1944,14,174
1945,33,171
1946,39,191
1947,44,194
1948,38,163
1949,52,151
1950,52,164
1951,45,148
1952,49,164
1953,51,149
1954,50,155
1955,46,149
1956,31,151
1957,28,149
1958,37,114
1959,30,102
1960,33,111
1961,35,102
1962,22,88
1963,27,95
1964,23,71
1965,19,69
1966,29,55
1967,12,62
1968,32,64
1969,21,57
1970,19,49
1971,16,52
1972,17,40
1973,14,40
1974,12,45
1975,10,42
1976,10,52
1977,11,47
1978,12,51
1979,6,50
1980,24,50
1981,21,43
1982,14,32
1983,13,41
1984,13,32
1985,18,27
1986,22,23
1987,14,32
1988,11,17
1989,17,21
1990,20,24
1991,16,36
1992,19,19
1993,13,22
1994,16,16
1995,17,18
1996,10,14
1997,8,15
1998,10,9
1999,17,19
2000,10,9
2001,9,7
2002,10,0
2003,9,10
2004,11,11
2005,7,13
2006,14,8
2007,12,9
2008,12,11
2009,10,6
2010,10,12
2011,9,11
2012,11,8
2013,8,6
2014,7,7
2015,12,11
2016,14,11
2017,7,6
2018,6,8
2019,12,10
