year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,5,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,6,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,9,0
1909,0,0
1910,6,0
1911,0,0
1912,6,0
1913,17,0
1914,9,0
1915,15,0
1916,15,0
1917,29,0
1918,18,0
1919,24,0
1920,33,0
1921,23,0
1922,32,0
1923,35,0
1924,32,0
1925,33,0
1926,20,0
1927,27,0
1928,28,0
1929,18,0
1930,18,0
1931,21,0
1932,13,0
1933,17,0
1934,18,0
1935,14,0
1936,14,0
1937,12,0
1938,10,0
1939,10,0
1940,11,0
1941,11,0
1942,14,0
1943,11,0
1944,7,0
1945,7,0
1946,16,0
1947,17,0
1948,18,0
1949,10,0
1950,12,0
1951,11,0
1952,11,0
1953,9,0
1954,8,0
1955,0,0
1956,9,0
1957,6,0
1958,10,0
1959,7,0
1960,5,0
1961,5,0
1962,9,0
1963,10,0
1964,0,0
1965,6,0
1966,0,0
1967,9,0
1968,5,0
1969,5,0
1970,5,0
1971,0,0
1972,8,0
1973,0,0
1974,0,0
1975,7,0
1976,5,0
1977,5,0
1978,9,0
1979,0,0
1980,5,0
1981,8,0
1982,8,0
1983,6,0
1984,9,0
1985,9,0
1986,0,0
1987,7,0
1988,7,0
1989,5,0
1990,12,0
1991,10,0
1992,0,0
1993,16,0
1994,0,0
1995,11,0
1996,7,0
1997,6,0
1998,8,0
1999,18,0
2000,12,0
2001,19,0
2002,13,0
2003,14,0
2004,14,0
2005,18,0
2006,14,0
2007,19,0
2008,19,0
2009,18,0
2010,13,0
2011,14,0
2012,10,0
2013,15,0
2014,18,0
2015,14,0
2016,20,0
2017,17,0
2018,10,0
2019,14,0
