year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,6,0
1893,5,0
1894,0,0
1895,0,0
1896,5,0
1897,6,0
1898,9,0
1899,0,0
1900,0,0
1901,5,0
1902,7,0
1903,7,0
1904,0,0
1905,8,0
1906,8,0
1907,0,0
1908,9,0
1909,5,0
1910,8,0
1911,8,0
1912,21,5
1913,18,0
1914,16,0
1915,19,10
1916,22,12
1917,29,9
1918,29,11
1919,18,15
1920,32,13
1921,21,18
1922,22,15
1923,37,17
1924,36,13
1925,35,17
1926,36,7
1927,25,14
1928,41,8
1929,30,9
1930,37,12
1931,40,16
1932,29,10
1933,28,13
1934,22,10
1935,25,7
1936,37,8
1937,16,5
1938,25,9
1939,31,6
1940,15,0
1941,30,14
1942,33,5
1943,31,13
1944,45,9
1945,69,6
1946,70,13
1947,97,11
1948,112,7
1949,125,5
1950,124,6
1951,119,8
1952,141,5
1953,132,7
1954,143,0
1955,125,9
1956,156,0
1957,141,9
1958,94,0
1959,108,0
1960,100,0
1961,79,5
1962,76,0
1963,78,0
1964,65,5
1965,51,0
1966,45,0
1967,34,5
1968,37,0
1969,46,0
1970,34,0
1971,21,0
1972,31,0
1973,21,0
1974,18,0
1975,14,0
1976,17,0
1977,7,0
1978,12,0
1979,24,0
1980,63,0
1981,46,0
1982,68,0
1983,72,0
1984,71,0
1985,72,0
1986,79,0
1987,65,0
1988,68,0
1989,59,0
1990,49,0
1991,30,0
1992,45,0
1993,33,0
1994,39,0
1995,33,0
1996,26,0
1997,25,0
1998,31,0
1999,24,0
2000,19,0
2001,11,0
2002,20,0
2003,22,0
2004,15,0
2005,25,0
2006,25,0
2007,22,0
2008,17,0
2009,27,0
2010,18,0
2011,17,0
2012,34,0
2013,18,0
2014,29,0
2015,50,0
2016,30,0
2017,20,0
2018,25,0
2019,22,0
