year,F,M
1880,9,0
1881,24,0
1882,20,0
1883,32,0
1884,35,0
1885,54,0
1886,47,0
1887,74,0
1888,68,0
1889,84,0
1890,107,0
1891,92,0
1892,116,0
1893,99,0
1894,128,0
1895,120,0
1896,132,0
1897,138,0
1898,115,0
1899,153,0
1900,176,0
1901,149,0
1902,155,0
1903,151,0
1904,166,0
1905,164,0
1906,155,0
1907,161,0
1908,189,0
1909,160,0
1910,198,0
1911,176,0
1912,218,0
1913,226,0
1914,282,0
1915,299,0
1916,283,0
1917,310,0
1918,354,0
1919,313,0
1920,329,0
1921,311,0
1922,323,0
1923,295,0
1924,295,0
1925,234,0
1926,225,0
1927,212,0
1928,205,0
1929,199,0
1930,190,0
1931,176,0
1932,155,0
1933,169,0
1934,157,0
1935,148,0
1936,129,0
1937,136,0
1938,107,0
1939,114,0
1940,121,0
1941,106,0
1942,137,0
1943,91,0
1944,82,0
1945,63,0
1946,68,0
1947,89,0
1948,79,0
1949,64,0
1950,59,0
1951,64,0
1952,53,0
1953,44,0
1954,42,0
1955,58,0
1956,34,0
1957,25,0
1958,32,0
1959,27,0
1960,24,0
1961,29,0
1962,19,0
1963,22,0
1964,15,0
1965,15,0
1966,16,0
1967,11,0
1968,12,0
1969,14,0
1970,9,0
1971,14,0
1972,10,0
1973,10,0
1974,15,0
1975,11,0
1976,0,0
1977,6,0
1978,8,0
1979,8,0
1980,6,0
1981,0,0
1982,8,0
1983,7,0
1984,12,0
1985,8,0
1986,5,0
1987,0,0
1988,0,0
1989,5,0
1990,0,0
1991,0,0
1992,7,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,5,0
1998,5,0
1999,5,0
2000,0,0
2001,0,0
2002,6,0
2003,0,0
2004,0,0
2005,6,0
2006,6,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,9,0
2012,0,0
2013,0,0
2014,5,0
2015,11,0
2016,5,0
2017,10,0
2018,9,0
2019,8,0
