year,Girls,Boys
1880,0,0
1881,0,0
1882,0,5
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,5
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,0
1905,0,0
1906,0,5
1907,0,0
1908,0,0
1909,0,6
1910,0,0
1911,0,7
1912,0,6
1913,0,7
1914,0,9
1915,0,7
1916,0,11
1917,0,13
1918,0,13
1919,0,16
1920,0,19
1921,0,12
1922,0,11
1923,0,16
1924,0,15
1925,0,9
1926,0,11
1927,0,11
1928,0,9
1929,0,13
1930,0,10
1931,0,8
1932,0,9
1933,0,12
1934,0,9
1935,0,7
1936,0,8
1937,0,6
1938,0,8
1939,0,5
1940,0,0
1941,0,14
1942,0,10
1943,0,10
1944,0,14
1945,0,13
1946,0,8
1947,0,14
1948,0,14
1949,0,7
1950,0,15
1951,0,14
1952,0,11
1953,0,17
1954,0,9
1955,0,10
1956,0,11
1957,0,12
1958,0,11
1959,0,12
1960,0,12
1961,0,10
1962,0,12
1963,0,7
1964,0,6
1965,0,17
1966,0,11
1967,0,17
1968,0,18
1969,0,10
1970,0,17
1971,0,13
1972,0,15
1973,0,7
1974,0,10
1975,0,19
1976,0,11
1977,0,18
1978,0,17
1979,0,14
1980,0,18
1981,0,23
1982,0,22
1983,0,28
1984,0,34
1985,0,21
1986,0,30
1987,0,28
1988,0,41
1989,0,24
1990,0,25
1991,0,14
1992,0,21
1993,0,19
1994,0,11
1995,0,17
1996,0,15
1997,0,15
1998,0,16
1999,0,23
2000,0,30
2001,0,13
2002,0,18
2003,0,18
2004,0,14
2005,0,21
2006,0,13
2007,0,20
2008,0,14
2009,0,14
2010,0,10
2011,0,6
2012,0,8
2013,0,10
2014,0,10
2015,0,16
2016,0,10
2017,0,9
2018,0,10
2019,0,7
