year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,5
1913,0,0
1914,0,6
1915,0,7
1916,0,9
1917,0,7
1918,0,8
1919,0,8
1920,0,9
1921,0,11
1922,0,14
1923,0,16
1924,0,11
1925,0,12
1926,0,11
1927,0,17
1928,0,11
1929,0,13
1930,0,5
1931,0,15
1932,0,16
1933,0,8
1934,0,7
1935,0,9
1936,0,10
1937,0,6
1938,0,13
1939,0,5
1940,0,6
1941,0,0
1942,0,8
1943,0,7
1944,0,0
1945,0,9
1946,0,15
1947,0,5
1948,0,10
1949,0,0
1950,0,12
1951,0,11
1952,0,16
1953,0,11
1954,0,16
1955,0,0
1956,0,11
1957,0,6
1958,0,10
1959,0,13
1960,0,13
1961,0,13
1962,0,19
1963,0,29
1964,0,18
1965,0,50
1966,5,34
1967,0,35
1968,0,42
1969,0,61
1970,5,57
1971,0,58
1972,0,48
1973,0,74
1974,0,50
1975,0,52
1976,0,40
1977,0,30
1978,0,51
1979,0,45
1980,0,52
1981,0,122
1982,0,86
1983,0,54
1984,0,50
1985,0,57
1986,0,52
1987,0,48
1988,0,47
1989,0,51
1990,0,58
1991,0,51
1992,0,47
1993,0,60
1994,0,47
1995,0,74
1996,0,84
1997,0,97
1998,0,90
1999,0,88
2000,0,112
2001,0,98
2002,0,105
2003,0,106
2004,0,126
2005,0,132
2006,0,164
2007,0,182
2008,0,190
2009,0,180
2010,0,173
2011,0,170
2012,0,143
2013,0,173
2014,0,165
2015,0,155
2016,0,154
2017,0,143
2018,0,139
2019,0,137
