year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,8,0
1919,0,0
1920,6,0
1921,11,0
1922,20,0
1923,26,0
1924,22,0
1925,35,0
1926,28,0
1927,43,0
1928,44,0
1929,42,0
1930,71,0
1931,78,0
1932,108,0
1933,98,0
1934,96,0
1935,80,0
1936,117,0
1937,118,0
1938,100,0
1939,115,0
1940,96,0
1941,108,0
1942,85,0
1943,122,0
1944,99,0
1945,76,0
1946,92,0
1947,107,0
1948,85,0
1949,74,0
1950,77,0
1951,63,0
1952,59,0
1953,71,0
1954,82,0
1955,70,0
1956,60,0
1957,50,0
1958,46,0
1959,42,0
1960,40,0
1961,44,0
1962,38,0
1963,40,0
1964,42,0
1965,30,0
1966,24,0
1967,19,0
1968,33,0
1969,26,0
1970,35,0
1971,32,0
1972,31,0
1973,25,0
1974,13,0
1975,16,0
1976,20,0
1977,15,0
1978,15,0
1979,10,0
1980,13,0
1981,15,0
1982,13,0
1983,9,0
1984,19,0
1985,12,0
1986,11,0
1987,11,0
1988,21,0
1989,23,0
1990,20,0
1991,20,0
1992,23,0
1993,28,0
1994,23,0
1995,30,0
1996,27,0
1997,26,0
1998,26,0
1999,24,0
2000,27,0
2001,25,0
2002,27,0
2003,30,0
2004,31,0
2005,33,0
2006,34,0
2007,24,0
2008,34,0
2009,32,0
2010,28,0
2011,25,0
2012,26,0
2013,37,0
2014,25,0
2015,26,0
2016,24,0
2017,11,0
2018,17,0
2019,24,0
