year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,9,0
1935,25,0
1936,11,0
1937,12,0
1938,5,0
1939,0,0
1940,6,0
1941,6,6
1942,5,6
1943,13,0
1944,0,0
1945,8,0
1946,5,6
1947,0,8
1948,0,10
1949,0,12
1950,0,10
1951,0,12
1952,0,17
1953,0,16
1954,0,12
1955,0,17
1956,0,19
1957,0,10
1958,0,17
1959,5,13
1960,0,19
1961,0,16
1962,7,15
1963,0,13
1964,7,10
1965,8,12
1966,6,15
1967,0,16
1968,7,10
1969,10,11
1970,8,14
1971,5,22
1972,9,12
1973,0,10
1974,9,11
1975,0,21
1976,14,15
1977,8,11
1978,0,17
1979,5,8
1980,6,16
1981,5,17
1982,6,11
1983,5,24
1984,11,26
1985,10,15
1986,11,17
1987,13,22
1988,8,19
1989,6,18
1990,11,25
1991,9,18
1992,14,21
1993,11,12
1994,17,20
1995,11,18
1996,18,29
1997,10,20
1998,13,16
1999,13,28
2000,17,34
2001,10,18
2002,11,25
2003,10,30
2004,11,34
2005,12,39
2006,7,34
2007,6,41
2008,7,37
2009,5,37
2010,10,22
2011,0,41
2012,0,28
2013,7,38
2014,0,28
2015,0,20
2016,0,24
2017,0,15
2018,0,14
2019,0,15
