year,F,M
1880,5,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,10,0
1886,0,0
1887,6,0
1888,0,0
1889,6,0
1890,5,0
1891,8,0
1892,14,0
1893,6,0
1894,8,0
1895,7,0
1896,12,0
1897,14,0
1898,9,0
1899,0,0
1900,12,0
1901,5,0
1902,13,0
1903,8,0
1904,10,0
1905,5,0
1906,10,0
1907,13,0
1908,10,0
1909,11,0
1910,12,0
1911,13,0
1912,24,0
1913,22,0
1914,28,0
1915,32,0
1916,38,0
1917,24,0
1918,33,0
1919,29,0
1920,30,0
1921,20,0
1922,34,0
1923,33,0
1924,33,0
1925,26,0
1926,28,0
1927,29,0
1928,23,0
1929,25,0
1930,25,0
1931,22,0
1932,20,0
1933,22,0
1934,28,0
1935,16,0
1936,19,0
1937,13,0
1938,19,0
1939,19,0
1940,21,0
1941,10,0
1942,14,0
1943,22,0
1944,12,0
1945,10,0
1946,16,0
1947,37,0
1948,19,0
1949,16,0
1950,24,0
1951,24,0
1952,20,0
1953,8,0
1954,20,0
1955,20,0
1956,15,0
1957,9,0
1958,24,0
1959,25,0
1960,29,0
1961,44,0
1962,40,0
1963,22,0
1964,28,0
1965,36,0
1966,21,0
1967,31,0
1968,25,0
1969,40,0
1970,30,0
1971,32,0
1972,23,0
1973,23,0
1974,34,0
1975,19,0
1976,23,0
1977,23,0
1978,24,0
1979,55,0
1980,35,0
1981,35,0
1982,38,0
1983,18,0
1984,15,0
1985,16,0
1986,16,0
1987,20,0
1988,11,0
1989,15,0
1990,10,0
1991,11,0
1992,7,0
1993,7,0
1994,9,0
1995,5,0
1996,5,0
1997,5,0
1998,7,0
1999,0,0
2000,7,0
2001,0,0
2002,5,0
2003,6,0
2004,6,0
2005,0,0
2006,0,0
2007,5,0
2008,5,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,6,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
