year,F,M
1880,0,12
1881,0,0
1882,0,8
1883,0,10
1884,0,0
1885,0,0
1886,0,10
1887,0,10
1888,0,8
1889,0,11
1890,0,11
1891,0,17
1892,0,12
1893,0,15
1894,0,14
1895,0,19
1896,0,19
1897,0,24
1898,0,14
1899,0,31
1900,0,26
1901,0,23
1902,0,25
1903,0,33
1904,0,28
1905,0,31
1906,0,33
1907,0,41
1908,0,33
1909,0,43
1910,0,50
1911,0,62
1912,0,151
1913,0,169
1914,0,210
1915,0,294
1916,0,291
1917,0,333
1918,0,352
1919,6,355
1920,6,374
1921,0,397
1922,0,398
1923,0,355
1924,0,358
1925,0,374
1926,0,336
1927,5,345
1928,0,374
1929,0,337
1930,5,356
1931,0,349
1932,0,343
1933,0,289
1934,0,354
1935,0,312
1936,0,287
1937,0,279
1938,0,276
1939,0,251
1940,0,256
1941,0,223
1942,0,234
1943,0,237
1944,0,189
1945,0,188
1946,0,209
1947,0,212
1948,0,191
1949,0,153
1950,0,154
1951,0,163
1952,0,155
1953,0,146
1954,0,129
1955,0,131
1956,0,122
1957,0,93
1958,0,99
1959,0,113
1960,0,80
1961,0,84
1962,0,83
1963,0,73
1964,0,69
1965,0,67
1966,0,56
1967,0,52
1968,0,52
1969,0,55
1970,0,46
1971,0,53
1972,0,38
1973,0,49
1974,0,34
1975,0,32
1976,0,40
1977,0,52
1978,0,38
1979,0,34
1980,0,30
1981,0,31
1982,0,28
1983,0,30
1984,0,27
1985,0,21
1986,0,24
1987,0,17
1988,0,29
1989,0,17
1990,0,27
1991,0,16
1992,0,23
1993,0,19
1994,0,20
1995,0,17
1996,0,12
1997,0,24
1998,0,13
1999,0,10
2000,0,10
2001,0,15
2002,0,21
2003,0,24
2004,0,17
2005,0,19
2006,0,20
2007,0,25
2008,0,20
2009,0,20
2010,0,18
2011,0,15
2012,0,17
2013,0,14
2014,0,19
2015,0,16
2016,0,6
2017,0,21
2018,0,19
2019,0,11
