year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,5
1973,0,0
1974,0,5
1975,8,0
1976,5,0
1977,0,7
1978,5,0
1979,5,6
1980,9,7
1981,11,5
1982,10,6
1983,10,0
1984,14,7
1985,9,7
1986,10,12
1987,21,9
1988,15,10
1989,14,9
1990,12,7
1991,20,10
1992,18,10
1993,31,24
1994,20,18
1995,28,21
1996,25,28
1997,45,21
1998,48,40
1999,37,41
2000,58,39
2001,55,53
2002,55,74
2003,46,71
2004,76,86
2005,70,108
2006,68,109
2007,56,130
2008,43,141
2009,51,171
2010,59,144
2011,59,144
2012,58,139
2013,57,166
2014,45,126
2015,58,120
2016,40,132
2017,48,129
2018,33,113
2019,38,121
