year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,6
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,5
1908,0,0
1909,0,8
1910,0,0
1911,0,0
1912,0,5
1913,0,5
1914,0,12
1915,0,15
1916,0,6
1917,0,14
1918,0,9
1919,0,25
1920,0,16
1921,0,23
1922,0,20
1923,0,28
1924,0,35
1925,0,33
1926,0,23
1927,0,31
1928,0,42
1929,0,39
1930,0,41
1931,0,23
1932,0,38
1933,0,27
1934,0,32
1935,0,38
1936,0,24
1937,0,29
1938,0,18
1939,0,23
1940,0,36
1941,0,24
1942,0,21
1943,0,33
1944,0,29
1945,0,20
1946,0,32
1947,0,33
1948,0,39
1949,0,38
1950,0,39
1951,0,37
1952,0,47
1953,0,46
1954,0,33
1955,0,58
1956,0,43
1957,0,50
1958,0,68
1959,0,73
1960,0,76
1961,0,79
1962,0,86
1963,0,89
1964,0,86
1965,0,88
1966,0,99
1967,0,91
1968,0,98
1969,0,101
1970,0,119
1971,0,129
1972,0,126
1973,0,156
1974,0,202
1975,6,216
1976,0,240
1977,0,220
1978,0,213
1979,0,289
1980,8,286
1981,0,310
1982,0,284
1983,0,289
1984,0,296
1985,6,295
1986,0,294
1987,0,319
1988,0,336
1989,0,439
1990,0,447
1991,0,501
1992,0,528
1993,0,588
1994,6,579
1995,5,585
1996,0,580
1997,0,614
1998,0,691
1999,0,779
2000,5,889
2001,0,912
2002,6,818
2003,5,797
2004,5,781
2005,0,835
2006,0,896
2007,0,862
2008,0,825
2009,0,780
2010,0,651
2011,0,632
2012,0,602
2013,0,537
2014,0,634
2015,0,626
2016,0,640
2017,0,748
2018,0,624
2019,0,659
