year,F,M
1880,9,0
1881,10,0
1882,5,0
1883,11,0
1884,13,0
1885,16,0
1886,19,0
1887,16,0
1888,20,0
1889,18,0
1890,18,0
1891,22,0
1892,23,0
1893,22,0
1894,27,0
1895,30,0
1896,22,0
1897,26,0
1898,30,0
1899,18,0
1900,36,0
1901,20,0
1902,25,0
1903,40,0
1904,38,0
1905,30,0
1906,22,0
1907,30,0
1908,34,0
1909,29,0
1910,32,0
1911,40,0
1912,37,0
1913,42,0
1914,43,0
1915,48,0
1916,55,0
1917,36,0
1918,41,0
1919,50,0
1920,54,0
1921,58,0
1922,42,0
1923,30,0
1924,29,0
1925,31,0
1926,25,0
1927,26,0
1928,30,0
1929,16,0
1930,16,0
1931,19,0
1932,17,0
1933,16,0
1934,25,0
1935,15,0
1936,10,0
1937,29,0
1938,14,0
1939,15,0
1940,12,0
1941,14,0
1942,6,0
1943,18,0
1944,10,0
1945,16,0
1946,13,0
1947,14,0
1948,14,0
1949,11,0
1950,10,0
1951,5,0
1952,10,0
1953,0,0
1954,5,0
1955,0,0
1956,5,0
1957,0,0
1958,6,0
1959,0,0
1960,5,0
1961,7,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,5,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,5,0
1996,0,0
1997,0,0
1998,5,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,7,0
2004,0,0
2005,0,0
2006,5,0
2007,0,0
2008,9,0
2009,8,0
2010,6,0
2011,0,0
2012,10,0
2013,0,0
2014,0,0
2015,10,0
2016,7,0
2017,6,0
2018,7,0
2019,9,0
