year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,5,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,7,0
1916,0,0
1917,6,0
1918,9,0
1919,9,0
1920,14,0
1921,12,0
1922,21,0
1923,44,0
1924,43,0
1925,26,0
1926,37,0
1927,41,0
1928,49,0
1929,42,0
1930,59,0
1931,55,0
1932,98,0
1933,96,0
1934,80,0
1935,80,0
1936,238,0
1937,129,0
1938,93,0
1939,93,0
1940,79,0
1941,70,0
1942,92,0
1943,93,0
1944,85,0
1945,66,0
1946,86,0
1947,95,0
1948,60,0
1949,64,0
1950,57,0
1951,41,0
1952,60,0
1953,55,0
1954,43,0
1955,33,0
1956,36,0
1957,22,0
1958,16,0
1959,26,0
1960,24,0
1961,25,0
1962,15,0
1963,16,0
1964,19,0
1965,21,0
1966,15,0
1967,14,0
1968,24,0
1969,23,0
1970,19,0
1971,19,0
1972,18,0
1973,17,0
1974,18,0
1975,13,0
1976,15,0
1977,17,0
1978,13,0
1979,5,0
1980,11,0
1981,11,0
1982,13,0
1983,14,0
1984,7,0
1985,6,0
1986,0,0
1987,15,0
1988,7,0
1989,17,0
1990,17,0
1991,17,0
1992,15,0
1993,17,0
1994,15,0
1995,16,0
1996,10,0
1997,14,0
1998,9,0
1999,17,0
2000,9,0
2001,6,0
2002,12,0
2003,13,0
2004,7,0
2005,0,0
2006,8,0
2007,11,0
2008,17,0
2009,8,0
2010,6,0
2011,5,0
2012,6,0
2013,6,0
2014,8,0
2015,8,0
2016,11,0
2017,0,0
2018,5,0
2019,0,0
