year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,6,0
1886,0,0
1887,0,0
1888,0,0
1889,5,0
1890,5,0
1891,0,0
1892,5,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,5,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,6,0
1956,0,0
1957,6,0
1958,14,0
1959,10,0
1960,11,0
1961,17,0
1962,19,0
1963,28,0
1964,29,0
1965,57,0
1966,67,0
1967,68,0
1968,77,0
1969,79,0
1970,85,0
1971,93,0
1972,94,0
1973,104,0
1974,77,0
1975,88,0
1976,84,0
1977,68,0
1978,91,0
1979,82,0
1980,71,0
1981,47,0
1982,43,0
1983,49,0
1984,46,0
1985,38,0
1986,50,0
1987,58,0
1988,64,0
1989,46,0
1990,45,0
1991,54,0
1992,43,0
1993,32,0
1994,37,0
1995,23,0
1996,25,0
1997,15,0
1998,17,0
1999,12,0
2000,12,0
2001,15,0
2002,7,0
2003,13,0
2004,11,0
2005,12,0
2006,10,0
2007,7,0
2008,11,0
2009,7,0
2010,7,0
2011,0,0
2012,7,0
2013,8,0
2014,0,0
2015,6,0
2016,6,0
2017,0,0
2018,0,0
2019,0,0
