year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,5,0
1885,0,0
1886,6,0
1887,6,0
1888,12,0
1889,7,0
1890,12,0
1891,10,0
1892,9,0
1893,19,0
1894,20,0
1895,16,0
1896,19,0
1897,24,0
1898,25,0
1899,18,0
1900,21,0
1901,21,0
1902,24,0
1903,24,5
1904,24,0
1905,22,0
1906,23,7
1907,19,0
1908,34,0
1909,31,6
1910,27,0
1911,33,8
1912,43,9
1913,37,13
1914,66,23
1915,98,22
1916,81,23
1917,85,29
1918,96,26
1919,77,15
1920,73,29
1921,82,20
1922,66,13
1923,68,15
1924,72,21
1925,66,31
1926,70,24
1927,61,24
1928,62,14
1929,64,23
1930,47,16
1931,41,18
1932,45,10
1933,43,17
1934,32,13
1935,30,15
1936,42,10
1937,27,9
1938,30,14
1939,21,12
1940,22,8
1941,27,9
1942,23,9
1943,20,12
1944,16,14
1945,21,10
1946,21,15
1947,16,9
1948,10,7
1949,10,6
1950,13,8
1951,12,10
1952,6,7
1953,14,7
1954,5,7
1955,8,6
1956,0,0
1957,6,6
1958,0,8
1959,7,0
1960,0,0
1961,5,0
1962,7,0
1963,0,5
1964,0,0
1965,0,0
1966,0,6
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
