year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,5,0
1904,5,0
1905,7,0
1906,6,0
1907,0,0
1908,9,0
1909,7,0
1910,14,0
1911,12,0
1912,14,0
1913,27,0
1914,28,0
1915,35,0
1916,44,0
1917,52,0
1918,48,0
1919,29,0
1920,45,0
1921,52,0
1922,56,0
1923,40,0
1924,45,0
1925,47,0
1926,46,0
1927,36,0
1928,35,0
1929,42,0
1930,38,0
1931,42,0
1932,31,0
1933,27,0
1934,23,0
1935,19,0
1936,25,0
1937,33,0
1938,29,0
1939,24,0
1940,16,0
1941,18,0
1942,27,0
1943,14,0
1944,12,0
1945,17,0
1946,8,0
1947,15,0
1948,23,0
1949,25,0
1950,19,0
1951,12,0
1952,8,0
1953,9,0
1954,0,0
1955,12,0
1956,14,0
1957,20,0
1958,9,0
1959,9,0
1960,6,0
1961,16,0
1962,11,0
1963,9,0
1964,0,0
1965,5,0
1966,10,0
1967,9,0
1968,11,0
1969,15,0
1970,12,0
1971,15,0
1972,9,0
1973,19,0
1974,11,0
1975,14,0
1976,11,0
1977,10,0
1978,11,0
1979,11,0
1980,8,0
1981,6,0
1982,10,0
1983,10,0
1984,15,0
1985,13,0
1986,12,0
1987,15,0
1988,11,0
1989,13,0
1990,13,0
1991,10,0
1992,12,0
1993,10,0
1994,23,0
1995,31,0
1996,14,0
1997,13,0
1998,12,0
1999,17,0
2000,13,0
2001,10,0
2002,17,0
2003,18,0
2004,12,0
2005,19,0
2006,12,0
2007,13,0
2008,10,0
2009,13,0
2010,10,0
2011,0,0
2012,8,0
2013,10,0
2014,11,0
2015,11,0
2016,8,0
2017,15,0
2018,18,0
2019,18,0
