year,Boys,Girls
1880,0,56
1881,0,36
1882,0,70
1883,0,44
1884,0,56
1885,0,63
1886,0,57
1887,0,67
1888,0,70
1889,0,42
1890,0,62
1891,0,54
1892,0,59
1893,0,55
1894,0,47
1895,0,50
1896,0,64
1897,0,47
1898,0,65
1899,0,53
1900,0,68
1901,0,54
1902,0,60
1903,0,57
1904,0,77
1905,0,51
1906,0,62
1907,0,66
1908,0,80
1909,0,79
1910,0,75
1911,0,100
1912,0,187
1913,0,249
1914,0,279
1915,0,406
1916,0,398
1917,6,421
1918,0,433
1919,8,430
1920,0,418
1921,0,462
1922,7,478
1923,0,405
1924,0,406
1925,0,385
1926,0,375
1927,0,387
1928,0,328
1929,0,320
1930,5,337
1931,0,252
1932,0,295
1933,0,278
1934,0,250
1935,0,252
1936,0,239
1937,0,265
1938,0,231
1939,7,206
1940,0,209
1941,0,208
1942,0,227
1943,0,235
1944,0,212
1945,0,199
1946,0,219
1947,0,216
1948,0,191
1949,0,194
1950,0,182
1951,0,173
1952,0,182
1953,0,143
1954,0,178
1955,0,163
1956,0,131
1957,0,132
1958,0,112
1959,0,110
1960,0,123
1961,0,89
1962,0,97
1963,0,92
1964,0,91
1965,0,76
1966,0,68
1967,0,61
1968,0,59
1969,0,75
1970,0,73
1971,0,66
1972,0,50
1973,0,51
1974,0,36
1975,0,38
1976,0,35
1977,0,43
1978,0,29
1979,0,32
1980,0,29
1981,0,20
1982,0,36
1983,0,30
1984,0,20
1985,0,18
1986,0,16
1987,0,25
1988,0,25
1989,0,19
1990,0,15
1991,0,19
1992,0,11
1993,0,15
1994,0,10
1995,0,15
1996,0,15
1997,0,10
1998,0,12
1999,0,10
2000,0,9
2001,0,7
2002,0,11
2003,0,9
2004,0,10
2005,0,6
2006,0,0
2007,0,5
2008,0,8
2009,0,6
2010,0,7
2011,0,0
2012,0,7
2013,0,8
2014,0,0
2015,0,9
2016,0,10
2017,0,7
2018,0,9
2019,0,8
