year,F,M
1880,7,0
1881,0,0
1882,7,0
1883,12,0
1884,12,0
1885,7,0
1886,8,0
1887,20,0
1888,12,0
1889,9,0
1890,18,0
1891,18,0
1892,16,0
1893,20,0
1894,31,0
1895,28,0
1896,18,0
1897,26,0
1898,18,0
1899,26,0
1900,18,0
1901,30,0
1902,28,0
1903,19,0
1904,22,0
1905,25,0
1906,26,0
1907,13,0
1908,26,0
1909,21,0
1910,30,0
1911,28,0
1912,46,0
1913,35,0
1914,62,0
1915,92,0
1916,87,0
1917,63,0
1918,74,0
1919,62,0
1920,84,0
1921,64,0
1922,60,0
1923,52,0
1924,70,0
1925,50,0
1926,47,0
1927,43,0
1928,44,0
1929,34,0
1930,46,0
1931,26,0
1932,33,0
1933,23,0
1934,19,0
1935,20,0
1936,20,0
1937,17,0
1938,22,0
1939,26,0
1940,15,0
1941,18,0
1942,27,0
1943,19,0
1944,15,0
1945,13,0
1946,17,0
1947,9,0
1948,11,0
1949,10,0
1950,9,0
1951,24,0
1952,16,0
1953,12,0
1954,11,0
1955,14,0
1956,17,0
1957,17,0
1958,8,0
1959,10,0
1960,5,0
1961,13,0
1962,5,0
1963,8,0
1964,8,0
1965,8,0
1966,10,0
1967,7,0
1968,7,0
1969,6,0
1970,0,0
1971,0,0
1972,6,0
1973,9,0
1974,0,0
1975,8,0
1976,6,0
1977,10,0
1978,10,0
1979,6,0
1980,11,0
1981,11,0
1982,8,0
1983,8,0
1984,6,0
1985,14,0
1986,5,0
1987,10,0
1988,12,0
1989,10,0
1990,10,0
1991,17,0
1992,12,0
1993,14,0
1994,15,0
1995,20,0
1996,32,0
1997,17,0
1998,25,0
1999,24,0
2000,34,0
2001,41,0
2002,30,0
2003,31,0
2004,37,0
2005,35,0
2006,51,0
2007,29,0
2008,22,0
2009,28,0
2010,20,0
2011,24,0
2012,20,0
2013,25,0
2014,28,0
2015,29,0
2016,30,0
2017,19,0
2018,11,0
2019,23,0
