year,F,M
1880,0,0
1881,0,5
1882,0,0
1883,0,0
1884,0,5
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,7
1893,0,0
1894,0,0
1895,0,6
1896,0,5
1897,0,0
1898,0,6
1899,0,0
1900,0,0
1901,0,7
1902,0,0
1903,0,8
1904,0,5
1905,0,9
1906,0,9
1907,0,9
1908,0,8
1909,0,7
1910,0,11
1911,0,20
1912,0,28
1913,0,44
1914,0,63
1915,7,90
1916,0,74
1917,0,104
1918,8,112
1919,10,100
1920,7,106
1921,15,101
1922,8,114
1923,10,145
1924,8,142
1925,5,148
1926,9,121
1927,7,142
1928,5,134
1929,5,128
1930,0,129
1931,9,113
1932,5,114
1933,0,79
1934,0,100
1935,0,70
1936,5,57
1937,0,69
1938,10,70
1939,8,76
1940,10,53
1941,0,59
1942,5,80
1943,6,83
1944,8,48
1945,6,75
1946,6,63
1947,6,98
1948,10,110
1949,6,88
1950,7,88
1951,19,96
1952,15,108
1953,12,108
1954,22,107
1955,18,83
1956,22,121
1957,24,107
1958,19,102
1959,12,115
1960,28,124
1961,31,117
1962,21,131
1963,29,123
1964,31,148
1965,27,166
1966,18,141
1967,23,164
1968,15,162
1969,22,175
1970,32,183
1971,24,180
1972,17,202
1973,17,185
1974,11,151
1975,14,184
1976,8,168
1977,12,172
1978,9,135
1979,20,160
1980,10,176
1981,8,176
1982,0,151
1983,6,206
1984,12,191
1985,12,201
1986,10,248
1987,10,233
1988,14,278
1989,5,279
1990,11,327
1991,6,292
1992,11,336
1993,10,262
1994,10,265
1995,5,253
1996,0,276
1997,6,250
1998,9,259
1999,7,273
2000,5,226
2001,6,214
2002,5,195
2003,5,227
2004,0,212
2005,5,238
2006,6,198
2007,0,248
2008,0,260
2009,5,234
2010,5,255
2011,0,256
2012,0,238
2013,0,275
2014,0,262
2015,5,308
2016,0,316
2017,0,315
2018,0,323
2019,0,310
