year,Boys,Girls
1880,73,0
1881,62,0
1882,76,0
1883,89,0
1884,56,0
1885,82,0
1886,80,0
1887,61,0
1888,104,0
1889,90,0
1890,95,0
1891,119,0
1892,105,0
1893,105,0
1894,103,0
1895,94,0
1896,107,0
1897,92,0
1898,104,0
1899,85,0
1900,92,0
1901,83,0
1902,73,0
1903,86,0
1904,75,0
1905,72,0
1906,78,0
1907,66,0
1908,64,0
1909,67,0
1910,71,0
1911,91,0
1912,93,0
1913,120,0
1914,109,0
1915,156,0
1916,178,0
1917,172,0
1918,153,0
1919,145,0
1920,143,0
1921,127,0
1922,137,0
1923,134,0
1924,119,0
1925,123,0
1926,121,0
1927,126,0
1928,101,0
1929,105,0
1930,110,0
1931,91,0
1932,103,0
1933,80,0
1934,92,0
1935,82,0
1936,65,0
1937,77,0
1938,87,0
1939,76,0
1940,83,0
1941,66,0
1942,78,0
1943,62,0
1944,68,0
1945,59,0
1946,70,0
1947,70,0
1948,71,0
1949,73,0
1950,53,0
1951,61,0
1952,49,0
1953,60,0
1954,63,0
1955,71,0
1956,64,0
1957,56,0
1958,56,0
1959,44,0
1960,49,0
1961,47,0
1962,55,0
1963,39,0
1964,50,0
1965,43,0
1966,52,0
1967,67,0
1968,65,0
1969,54,0
1970,37,0
1971,36,0
1972,44,0
1973,42,0
1974,42,0
1975,45,0
1976,43,0
1977,45,0
1978,39,0
1979,58,0
1980,57,5
1981,66,0
1982,69,5
1983,55,7
1984,60,15
1985,61,9
1986,50,11
1987,79,18
1988,61,13
1989,77,13
1990,63,13
1991,76,19
1992,71,17
1993,108,15
1994,162,11
1995,125,16
1996,140,13
1997,177,11
1998,148,15
1999,162,17
2000,178,10
2001,190,20
2002,236,15
2003,219,13
2004,276,16
2005,281,13
2006,260,14
2007,287,16
2008,303,19
2009,323,15
2010,265,18
2011,332,19
2012,318,23
2013,360,25
2014,410,18
2015,370,20
2016,384,31
2017,410,17
2018,479,14
2019,422,17
