year,F,M
1880,25,0
1881,12,0
1882,16,0
1883,12,0
1884,16,0
1885,14,0
1886,15,0
1887,17,0
1888,14,0
1889,17,0
1890,13,0
1891,15,0
1892,24,0
1893,19,0
1894,25,0
1895,11,0
1896,15,0
1897,15,0
1898,16,0
1899,17,0
1900,11,0
1901,20,0
1902,13,0
1903,13,0
1904,7,0
1905,10,0
1906,13,0
1907,10,0
1908,11,0
1909,10,0
1910,8,0
1911,7,0
1912,9,0
1913,17,0
1914,16,0
1915,20,0
1916,15,0
1917,20,0
1918,11,0
1919,20,0
1920,16,0
1921,28,0
1922,20,0
1923,23,0
1924,21,0
1925,21,0
1926,13,0
1927,14,0
1928,12,0
1929,10,0
1930,21,0
1931,10,0
1932,14,0
1933,6,0
1934,16,0
1935,14,0
1936,6,0
1937,7,0
1938,11,0
1939,7,0
1940,6,0
1941,13,0
1942,8,0
1943,8,0
1944,9,0
1945,6,0
1946,18,0
1947,10,0
1948,10,0
1949,11,0
1950,8,0
1951,8,0
1952,12,0
1953,10,0
1954,12,0
1955,10,0
1956,12,0
1957,5,0
1958,13,0
1959,7,0
1960,9,0
1961,7,0
1962,8,0
1963,6,0
1964,8,0
1965,6,0
1966,0,0
1967,6,0
1968,10,0
1969,0,0
1970,8,0
1971,7,0
1972,7,0
1973,9,0
1974,10,0
1975,8,0
1976,11,0
1977,10,0
1978,9,0
1979,5,0
1980,8,0
1981,6,0
1982,11,0
1983,7,0
1984,0,0
1985,6,0
1986,0,0
1987,5,0
1988,8,0
1989,6,0
1990,0,0
1991,0,0
1992,0,0
1993,7,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
