year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,5,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,6,0
1908,5,0
1909,0,0
1910,8,0
1911,7,0
1912,9,0
1913,11,0
1914,7,0
1915,17,0
1916,18,0
1917,24,0
1918,22,0
1919,23,0
1920,30,0
1921,30,0
1922,34,0
1923,21,0
1924,26,0
1925,30,0
1926,23,0
1927,33,0
1928,30,0
1929,27,0
1930,22,0
1931,23,0
1932,23,0
1933,19,0
1934,15,0
1935,18,0
1936,19,0
1937,22,0
1938,21,0
1939,22,0
1940,24,0
1941,19,0
1942,31,0
1943,31,0
1944,34,0
1945,28,0
1946,31,0
1947,35,0
1948,31,0
1949,40,0
1950,53,0
1951,59,0
1952,66,0
1953,66,0
1954,92,0
1955,65,0
1956,106,0
1957,75,0
1958,52,0
1959,94,0
1960,132,0
1961,178,5
1962,162,0
1963,126,0
1964,152,0
1965,108,0
1966,94,0
1967,94,0
1968,75,0
1969,51,0
1970,51,0
1971,52,0
1972,36,0
1973,22,0
1974,27,0
1975,26,0
1976,14,0
1977,18,0
1978,15,0
1979,19,0
1980,14,0
1981,11,0
1982,13,0
1983,17,0
1984,8,0
1985,8,0
1986,6,0
1987,9,0
1988,5,0
1989,5,0
1990,5,0
1991,6,0
1992,7,0
1993,0,0
1994,0,0
1995,7,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,5,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,7,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
