year,F,M
1880,31,0
1881,29,0
1882,38,0
1883,33,0
1884,50,0
1885,45,0
1886,46,0
1887,44,0
1888,45,0
1889,55,0
1890,61,0
1891,55,0
1892,59,0
1893,42,0
1894,43,0
1895,46,0
1896,51,0
1897,44,0
1898,58,0
1899,52,0
1900,63,0
1901,52,0
1902,43,0
1903,48,0
1904,34,0
1905,45,8
1906,40,0
1907,33,5
1908,31,0
1909,29,0
1910,50,0
1911,43,0
1912,58,0
1913,40,7
1914,35,6
1915,47,13
1916,47,0
1917,31,5
1918,50,6
1919,49,5
1920,42,6
1921,36,5
1922,28,10
1923,31,0
1924,33,0
1925,34,0
1926,28,6
1927,20,6
1928,20,9
1929,17,8
1930,23,0
1931,10,0
1932,12,5
1933,7,0
1934,15,0
1935,7,5
1936,16,0
1937,9,0
1938,15,0
1939,12,0
1940,13,0
1941,12,0
1942,14,0
1943,5,0
1944,5,0
1945,8,0
1946,6,0
1947,8,0
1948,5,0
1949,8,0
1950,0,0
1951,6,0
1952,8,0
1953,0,0
1954,5,0
1955,5,0
1956,8,0
1957,0,0
1958,7,0
1959,7,0
1960,6,0
1961,7,0
1962,0,5
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,5,0
1968,0,0
1969,0,0
1970,6,0
1971,0,0
1972,0,0
1973,5,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,5
1992,0,0
1993,0,5
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,7,0
2007,0,0
2008,5,0
2009,8,0
2010,8,0
2011,6,0
2012,5,0
2013,5,0
2014,9,0
2015,7,0
2016,0,0
2017,10,0
2018,14,0
2019,0,0
