year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,5
1916,0,6
1917,0,0
1918,0,6
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,6
1930,0,0
1931,5,0
1932,0,8
1933,0,0
1934,0,0
1935,0,9
1936,0,0
1937,0,6
1938,0,6
1939,0,7
1940,0,5
1941,0,10
1942,0,0
1943,0,8
1944,7,0
1945,0,10
1946,0,7
1947,0,12
1948,7,5
1949,11,13
1950,9,10
1951,8,10
1952,9,13
1953,10,11
1954,13,14
1955,15,18
1956,14,22
1957,6,24
1958,8,15
1959,15,31
1960,12,39
1961,23,137
1962,18,87
1963,20,81
1964,26,63
1965,25,48
1966,55,63
1967,38,51
1968,53,66
1969,38,74
1970,75,112
1971,108,118
1972,131,86
1973,134,72
1974,163,95
1975,172,96
1976,242,103
1977,258,92
1978,261,65
1979,312,91
1980,405,91
1981,368,65
1982,259,62
1983,157,65
1984,173,58
1985,162,51
1986,151,52
1987,157,45
1988,195,53
1989,214,52
1990,225,53
1991,236,58
1992,312,39
1993,338,47
1994,345,49
1995,330,38
1996,311,41
1997,287,47
1998,342,25
1999,283,22
2000,279,33
2001,252,18
2002,194,18
2003,243,13
2004,183,22
2005,185,19
2006,195,17
2007,212,21
2008,168,19
2009,139,14
2010,114,22
2011,125,17
2012,119,18
2013,104,16
2014,61,15
2015,71,13
2016,83,12
2017,57,14
2018,42,14
2019,51,20
