year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,6
1915,0,5
1916,0,8
1917,0,0
1918,5,0
1919,0,0
1920,6,8
1921,8,0
1922,0,0
1923,0,0
1924,0,7
1925,0,12
1926,0,9
1927,5,8
1928,0,0
1929,0,8
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,6
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,5,0
1973,5,0
1974,0,0
1975,7,0
1976,0,0
1977,5,0
1978,0,0
1979,0,0
1980,5,0
1981,5,0
1982,8,0
1983,5,0
1984,8,5
1985,6,0
1986,9,0
1987,8,0
1988,5,0
1989,0,0
1990,8,0
1991,10,6
1992,17,0
1993,13,9
1994,14,0
1995,16,0
1996,15,0
1997,19,5
1998,22,5
1999,13,0
2000,12,7
2001,15,0
2002,13,0
2003,17,6
2004,15,8
2005,13,8
2006,14,8
2007,21,10
2008,25,12
2009,13,13
2010,11,9
2011,11,6
2012,10,7
2013,12,0
2014,6,0
2015,6,0
2016,10,0
2017,7,0
2018,16,0
2019,8,0
