year,Girls,Boys
1880,0,0
1881,0,6
1882,0,0
1883,0,0
1884,0,6
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,6
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,5
1911,0,0
1912,0,16
1913,0,14
1914,0,16
1915,0,19
1916,0,21
1917,0,17
1918,0,23
1919,0,22
1920,0,28
1921,0,26
1922,0,35
1923,0,20
1924,0,30
1925,0,24
1926,0,25
1927,0,18
1928,0,28
1929,0,21
1930,0,16
1931,0,18
1932,0,18
1933,0,25
1934,0,21
1935,0,22
1936,0,16
1937,0,17
1938,0,22
1939,0,21
1940,0,13
1941,0,23
1942,0,25
1943,0,30
1944,0,19
1945,0,22
1946,0,13
1947,0,26
1948,0,24
1949,0,24
1950,0,17
1951,0,30
1952,0,29
1953,0,20
1954,0,39
1955,0,32
1956,0,31
1957,0,40
1958,0,34
1959,0,24
1960,0,31
1961,0,23
1962,0,23
1963,0,52
1964,0,57
1965,0,51
1966,0,38
1967,0,41
1968,0,58
1969,0,53
1970,0,62
1971,0,49
1972,0,58
1973,0,42
1974,0,44
1975,0,36
1976,0,41
1977,0,31
1978,0,42
1979,0,28
1980,0,34
1981,0,24
1982,0,19
1983,0,45
1984,0,30
1985,0,24
1986,0,31
1987,0,28
1988,0,22
1989,0,25
1990,0,23
1991,0,21
1992,0,21
1993,0,25
1994,0,27
1995,0,16
1996,0,25
1997,0,33
1998,0,40
1999,5,50
2000,0,55
2001,0,54
2002,0,55
2003,0,60
2004,0,46
2005,0,74
2006,0,62
2007,0,63
2008,0,66
2009,6,59
2010,6,63
2011,6,71
2012,0,64
2013,0,78
2014,7,72
2015,7,58
2016,0,58
2017,10,49
2018,0,54
2019,8,69
