year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,6
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,5
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,5
1932,0,9
1933,0,6
1934,0,0
1935,0,0
1936,0,7
1937,0,6
1938,0,0
1939,0,7
1940,0,5
1941,0,0
1942,0,0
1943,0,0
1944,0,5
1945,0,0
1946,0,0
1947,0,7
1948,0,5
1949,0,6
1950,0,0
1951,0,8
1952,0,8
1953,0,6
1954,0,7
1955,0,11
1956,0,11
1957,0,11
1958,0,12
1959,0,14
1960,0,11
1961,0,11
1962,0,17
1963,0,19
1964,0,16
1965,0,10
1966,0,18
1967,0,12
1968,0,10
1969,0,14
1970,0,15
1971,0,9
1972,0,13
1973,0,16
1974,0,17
1975,0,17
1976,0,20
1977,0,23
1978,0,20
1979,0,21
1980,7,30
1981,11,22
1982,5,29
1983,8,25
1984,8,19
1985,0,31
1986,0,47
1987,10,64
1988,19,65
1989,9,73
1990,11,73
1991,15,67
1992,7,77
1993,13,70
1994,20,77
1995,15,69
1996,16,71
1997,12,89
1998,8,90
1999,6,100
2000,18,132
2001,8,119
2002,17,118
2003,8,127
2004,13,125
2005,9,120
2006,0,115
2007,13,111
2008,5,132
2009,8,147
2010,13,95
2011,8,110
2012,15,127
2013,17,111
2014,14,82
2015,17,78
2016,17,66
2017,17,74
2018,11,76
2019,15,66
