year,Girls,Boys
1880,0,18
1881,0,15
1882,0,21
1883,0,18
1884,0,16
1885,0,19
1886,0,8
1887,0,17
1888,0,14
1889,0,18
1890,0,18
1891,0,13
1892,0,18
1893,0,13
1894,0,17
1895,0,30
1896,0,14
1897,0,13
1898,0,14
1899,0,15
1900,0,20
1901,0,13
1902,0,17
1903,0,18
1904,0,21
1905,0,27
1906,0,28
1907,0,25
1908,0,27
1909,0,27
1910,0,33
1911,0,52
1912,0,90
1913,0,95
1914,0,131
1915,0,159
1916,0,155
1917,0,203
1918,0,197
1919,0,184
1920,0,200
1921,0,195
1922,0,223
1923,0,228
1924,0,223
1925,0,194
1926,0,174
1927,0,177
1928,0,187
1929,0,141
1930,0,158
1931,0,141
1932,0,124
1933,0,127
1934,0,95
1935,0,96
1936,0,79
1937,0,76
1938,0,81
1939,0,86
1940,0,83
1941,0,83
1942,0,86
1943,0,63
1944,0,65
1945,0,66
1946,0,65
1947,0,73
1948,0,83
1949,0,77
1950,0,73
1951,0,86
1952,0,69
1953,0,84
1954,0,80
1955,0,83
1956,0,69
1957,0,61
1958,0,68
1959,0,62
1960,0,58
1961,0,61
1962,0,63
1963,0,59
1964,0,69
1965,0,62
1966,0,71
1967,0,61
1968,0,57
1969,0,64
1970,0,67
1971,0,53
1972,0,46
1973,0,42
1974,0,43
1975,0,37
1976,0,25
1977,0,26
1978,0,38
1979,0,25
1980,0,18
1981,0,28
1982,0,37
1983,0,32
1984,0,28
1985,0,17
1986,0,20
1987,0,18
1988,0,17
1989,0,19
1990,0,15
1991,0,31
1992,0,22
1993,0,14
1994,0,20
1995,0,14
1996,0,15
1997,0,19
1998,0,13
1999,0,9
2000,0,7
2001,0,0
2002,0,7
2003,0,9
2004,0,7
2005,0,11
2006,0,10
2007,0,10
2008,0,7
2009,0,0
2010,0,9
2011,0,0
2012,0,11
2013,0,7
2014,0,7
2015,0,13
2016,0,6
2017,0,0
2018,0,5
2019,0,11
