year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,0,0
1972,6,0
1973,0,0
1974,0,0
1975,0,0
1976,12,0
1977,13,0
1978,13,0
1979,20,0
1980,21,0
1981,39,0
1982,38,0
1983,27,0
1984,50,0
1985,61,0
1986,64,0
1987,85,0
1988,105,0
1989,145,0
1990,166,0
1991,202,0
1992,249,0
1993,233,0
1994,268,0
1995,274,0
1996,372,0
1997,340,0
1998,341,0
1999,369,0
2000,332,0
2001,374,0
2002,349,0
2003,463,0
2004,600,0
2005,656,0
2006,688,0
2007,792,0
2008,983,0
2009,1348,0
2010,1618,0
2011,2504,0
2012,2769,0
2013,2688,0
2014,2652,0
2015,2536,0
2016,2661,0
2017,2895,0
2018,2930,0
2019,2755,0
