year,F,M
1880,0,0
1881,6,0
1882,5,0
1883,5,0
1884,66,0
1885,30,0
1886,23,0
1887,27,0
1888,66,0
1889,31,0
1890,42,0
1891,23,0
1892,27,0
1893,24,0
1894,33,0
1895,36,0
1896,34,0
1897,28,0
1898,35,0
1899,37,0
1900,61,0
1901,41,0
1902,52,0
1903,37,0
1904,38,0
1905,59,0
1906,44,0
1907,69,0
1908,55,0
1909,49,0
1910,72,0
1911,61,0
1912,106,0
1913,97,0
1914,130,0
1915,139,0
1916,170,0
1917,156,0
1918,169,0
1919,165,0
1920,165,0
1921,178,0
1922,161,0
1923,172,0
1924,161,0
1925,147,0
1926,170,0
1927,184,0
1928,166,0
1929,146,0
1930,170,0
1931,162,0
1932,160,0
1933,161,0
1934,151,0
1935,145,0
1936,150,0
1937,162,0
1938,162,0
1939,153,0
1940,128,0
1941,159,0
1942,144,0
1943,107,0
1944,90,0
1945,121,0
1946,117,0
1947,99,0
1948,88,0
1949,92,0
1950,97,0
1951,78,0
1952,95,0
1953,97,0
1954,65,0
1955,84,0
1956,64,0
1957,72,0
1958,51,0
1959,63,0
1960,51,0
1961,46,0
1962,37,0
1963,42,0
1964,30,0
1965,23,0
1966,21,0
1967,17,0
1968,24,0
1969,16,0
1970,16,0
1971,13,0
1972,14,0
1973,10,0
1974,10,0
1975,10,0
1976,10,0
1977,11,0
1978,8,0
1979,11,0
1980,12,0
1981,5,0
1982,5,0
1983,7,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,6,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,5,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,5,0
2007,5,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
