year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,5
1914,0,0
1915,0,8
1916,0,8
1917,0,11
1918,0,5
1919,0,6
1920,0,0
1921,0,5
1922,0,0
1923,0,9
1924,0,6
1925,0,9
1926,0,8
1927,0,11
1928,0,12
1929,0,0
1930,0,6
1931,0,6
1932,0,9
1933,0,7
1934,0,7
1935,0,10
1936,0,10
1937,0,13
1938,0,14
1939,0,0
1940,0,14
1941,0,14
1942,0,9
1943,0,15
1944,0,12
1945,0,9
1946,0,17
1947,0,25
1948,0,29
1949,0,16
1950,0,26
1951,0,26
1952,0,28
1953,0,53
1954,0,43
1955,0,38
1956,0,53
1957,0,37
1958,0,36
1959,0,59
1960,0,58
1961,0,59
1962,0,60
1963,0,51
1964,0,50
1965,0,48
1966,0,30
1967,0,31
1968,0,20
1969,0,29
1970,0,29
1971,0,29
1972,0,18
1973,0,28
1974,0,24
1975,0,26
1976,0,27
1977,0,29
1978,0,34
1979,0,37
1980,0,32
1981,5,29
1982,7,45
1983,5,39
1984,5,39
1985,0,63
1986,6,52
1987,0,55
1988,16,86
1989,12,97
1990,16,96
1991,13,90
1992,14,85
1993,12,117
1994,18,123
1995,18,110
1996,22,128
1997,14,136
1998,20,160
1999,19,169
2000,26,161
2001,27,208
2002,18,214
2003,9,216
2004,22,196
2005,11,172
2006,14,188
2007,11,197
2008,9,184
2009,9,206
2010,18,210
2011,10,213
2012,23,226
2013,15,230
2014,31,262
2015,24,283
2016,24,238
2017,31,234
2018,29,204
2019,40,234
