year,F,M
1880,0,7
1881,0,7
1882,0,9
1883,0,8
1884,0,12
1885,0,8
1886,0,8
1887,0,7
1888,0,7
1889,0,9
1890,0,8
1891,0,8
1892,0,12
1893,0,10
1894,0,0
1895,0,9
1896,0,0
1897,0,5
1898,0,7
1899,0,9
1900,5,14
1901,0,12
1902,0,0
1903,0,7
1904,0,10
1905,0,0
1906,0,10
1907,0,9
1908,0,13
1909,0,15
1910,0,8
1911,0,11
1912,0,34
1913,0,29
1914,0,34
1915,0,50
1916,0,39
1917,6,52
1918,0,50
1919,5,41
1920,0,34
1921,6,58
1922,5,53
1923,0,49
1924,0,38
1925,8,44
1926,0,55
1927,0,43
1928,0,34
1929,0,40
1930,0,35
1931,0,40
1932,0,36
1933,0,44
1934,0,38
1935,0,35
1936,0,40
1937,0,33
1938,0,29
1939,0,46
1940,5,41
1941,0,21
1942,0,33
1943,0,41
1944,0,26
1945,0,36
1946,0,29
1947,0,29
1948,0,34
1949,0,30
1950,0,26
1951,0,28
1952,0,28
1953,0,25
1954,0,16
1955,0,20
1956,0,31
1957,0,27
1958,0,18
1959,0,15
1960,0,25
1961,0,24
1962,0,9
1963,0,16
1964,0,14
1965,0,14
1966,0,23
1967,0,10
1968,0,19
1969,0,13
1970,0,10
1971,0,13
1972,0,15
1973,0,9
1974,0,9
1975,0,8
1976,0,7
1977,0,9
1978,0,8
1979,0,9
1980,0,9
1981,0,11
1982,0,6
1983,0,9
1984,0,6
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,5
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,5
1999,0,5
2000,0,5
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,6
2015,0,0
2016,0,5
2017,0,0
2018,0,0
2019,0,0
