year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,5,0
1884,0,0
1885,0,0
1886,5,0
1887,0,0
1888,6,0
1889,5,0
1890,0,0
1891,0,0
1892,5,0
1893,6,0
1894,7,0
1895,0,0
1896,9,0
1897,6,0
1898,5,0
1899,0,0
1900,6,0
1901,5,0
1902,8,0
1903,9,0
1904,7,0
1905,13,0
1906,13,0
1907,15,0
1908,22,0
1909,19,0
1910,20,0
1911,11,0
1912,17,0
1913,25,0
1914,28,0
1915,24,0
1916,21,0
1917,27,0
1918,30,0
1919,21,0
1920,20,0
1921,31,0
1922,18,0
1923,36,0
1924,20,0
1925,22,0
1926,23,0
1927,25,0
1928,11,0
1929,22,0
1930,26,0
1931,18,0
1932,15,0
1933,23,0
1934,14,0
1935,22,0
1936,28,0
1937,19,0
1938,38,0
1939,13,0
1940,26,0
1941,34,0
1942,31,0
1943,40,0
1944,20,0
1945,28,0
1946,27,0
1947,17,0
1948,28,0
1949,11,0
1950,16,0
1951,13,0
1952,10,0
1953,11,0
1954,9,0
1955,9,0
1956,20,0
1957,27,0
1958,26,0
1959,28,0
1960,32,0
1961,30,0
1962,30,0
1963,23,0
1964,18,0
1965,8,0
1966,10,0
1967,6,0
1968,0,0
1969,5,0
1970,5,0
1971,0,0
1972,6,0
1973,0,0
1974,5,0
1975,0,0
1976,0,0
1977,11,0
1978,0,0
1979,0,0
1980,6,0
1981,0,0
1982,0,0
1983,8,0
1984,0,0
1985,0,0
1986,0,0
1987,0,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,5,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,8,0
1999,0,0
2000,5,0
2001,10,0
2002,0,0
2003,8,0
2004,7,0
2005,12,0
2006,18,0
2007,12,0
2008,20,0
2009,24,0
2010,18,0
2011,15,0
2012,22,0
2013,23,0
2014,39,0
2015,25,0
2016,48,0
2017,37,0
2018,50,0
2019,46,0
