year,F,M
1880,0,8
1881,0,5
1882,0,9
1883,0,7
1884,0,11
1885,0,14
1886,0,17
1887,0,10
1888,0,7
1889,0,15
1890,0,8
1891,0,13
1892,0,9
1893,0,13
1894,0,15
1895,0,16
1896,0,21
1897,0,19
1898,0,11
1899,0,16
1900,0,25
1901,0,18
1902,0,29
1903,0,23
1904,0,40
1905,0,52
1906,0,60
1907,0,64
1908,0,71
1909,0,85
1910,0,98
1911,0,110
1912,0,140
1913,0,155
1914,0,186
1915,0,214
1916,0,219
1917,0,206
1918,5,246
1919,0,219
1920,0,207
1921,0,233
1922,0,184
1923,0,194
1924,0,201
1925,0,191
1926,0,148
1927,0,181
1928,0,148
1929,0,135
1930,0,142
1931,0,114
1932,0,138
1933,0,116
1934,0,114
1935,0,105
1936,0,105
1937,0,116
1938,0,75
1939,0,78
1940,0,95
1941,0,66
1942,0,93
1943,0,85
1944,0,75
1945,0,82
1946,0,82
1947,0,78
1948,0,82
1949,0,74
1950,0,95
1951,0,91
1952,0,71
1953,0,79
1954,0,60
1955,0,64
1956,0,66
1957,0,70
1958,0,56
1959,0,43
1960,0,55
1961,0,39
1962,0,46
1963,0,31
1964,0,34
1965,0,42
1966,0,37
1967,0,19
1968,0,21
1969,0,31
1970,0,20
1971,0,27
1972,0,28
1973,0,20
1974,0,21
1975,0,22
1976,0,27
1977,0,31
1978,0,26
1979,0,35
1980,0,23
1981,0,22
1982,0,19
1983,0,21
1984,0,22
1985,0,17
1986,0,15
1987,0,12
1988,0,16
1989,0,12
1990,0,18
1991,0,16
1992,0,17
1993,0,15
1994,0,12
1995,0,19
1996,0,13
1997,0,10
1998,0,11
1999,0,10
2000,0,8
2001,0,14
2002,0,9
2003,0,6
2004,0,10
2005,0,14
2006,0,6
2007,0,13
2008,0,11
2009,0,8
2010,0,11
2011,0,14
2012,0,11
2013,0,12
2014,0,18
2015,0,17
2016,0,13
2017,0,13
2018,0,10
2019,0,12
