year,Girls,Boys
1880,0,0
1881,0,0
1882,0,8
1883,0,5
1884,0,0
1885,0,12
1886,0,7
1887,0,0
1888,0,0
1889,0,7
1890,0,10
1891,0,6
1892,0,9
1893,0,0
1894,0,7
1895,0,8
1896,0,12
1897,0,6
1898,0,8
1899,0,6
1900,0,11
1901,0,7
1902,0,5
1903,0,11
1904,0,18
1905,0,13
1906,0,15
1907,0,19
1908,0,11
1909,0,12
1910,0,29
1911,0,25
1912,0,46
1913,0,51
1914,0,115
1915,0,133
1916,0,146
1917,0,152
1918,0,163
1919,0,119
1920,0,127
1921,0,135
1922,0,140
1923,0,104
1924,0,114
1925,0,104
1926,0,115
1927,0,102
1928,0,98
1929,0,105
1930,0,89
1931,0,67
1932,0,73
1933,0,65
1934,0,74
1935,0,58
1936,0,63
1937,0,67
1938,0,72
1939,0,68
1940,0,63
1941,0,71
1942,0,92
1943,0,74
1944,0,74
1945,0,68
1946,0,71
1947,0,102
1948,0,79
1949,0,81
1950,0,96
1951,0,86
1952,0,64
1953,0,94
1954,0,75
1955,0,65
1956,0,85
1957,0,85
1958,0,92
1959,0,90
1960,0,79
1961,0,86
1962,0,90
1963,0,81
1964,0,78
1965,0,65
1966,0,60
1967,0,65
1968,0,57
1969,0,45
1970,0,43
1971,0,39
1972,0,52
1973,0,44
1974,0,40
1975,0,50
1976,0,45
1977,0,49
1978,0,46
1979,0,44
1980,0,55
1981,0,55
1982,0,42
1983,0,53
1984,0,45
1985,0,47
1986,0,62
1987,0,58
1988,0,59
1989,0,54
1990,0,47
1991,0,43
1992,0,36
1993,0,61
1994,0,40
1995,0,46
1996,0,57
1997,0,48
1998,0,60
1999,0,54
2000,0,61
2001,0,51
2002,0,57
2003,0,56
2004,0,53
2005,0,158
2006,0,130
2007,0,88
2008,0,101
2009,0,85
2010,0,87
2011,0,58
2012,0,87
2013,0,109
2014,0,139
2015,0,152
2016,0,152
2017,0,169
2018,0,210
2019,0,178
