year,F,M
1880,0,15
1881,0,14
1882,0,14
1883,0,9
1884,0,13
1885,0,14
1886,0,6
1887,0,17
1888,0,15
1889,0,12
1890,0,17
1891,0,9
1892,0,8
1893,0,7
1894,0,14
1895,0,9
1896,0,18
1897,0,9
1898,0,17
1899,0,10
1900,0,16
1901,0,12
1902,0,11
1903,0,15
1904,0,8
1905,0,14
1906,0,20
1907,0,23
1908,0,19
1909,0,15
1910,0,22
1911,0,25
1912,0,44
1913,0,59
1914,0,60
1915,0,93
1916,0,79
1917,5,90
1918,0,103
1919,0,108
1920,0,95
1921,0,85
1922,0,99
1923,0,90
1924,0,96
1925,0,118
1926,7,118
1927,0,107
1928,0,96
1929,0,105
1930,0,83
1931,0,94
1932,0,95
1933,0,110
1934,0,109
1935,0,66
1936,0,106
1937,0,85
1938,0,94
1939,0,105
1940,0,99
1941,6,99
1942,0,101
1943,0,101
1944,0,99
1945,0,105
1946,0,131
1947,0,126
1948,0,136
1949,0,140
1950,0,133
1951,0,144
1952,0,144
1953,0,144
1954,0,184
1955,0,207
1956,0,221
1957,6,232
1958,0,196
1959,0,234
1960,0,203
1961,0,194
1962,0,214
1963,0,225
1964,0,189
1965,0,127
1966,0,137
1967,0,116
1968,0,108
1969,0,112
1970,0,110
1971,0,85
1972,0,89
1973,0,53
1974,0,63
1975,0,75
1976,0,67
1977,0,72
1978,0,74
1979,0,111
1980,5,120
1981,0,117
1982,0,124
1983,0,132
1984,7,139
1985,0,161
1986,0,165
1987,0,161
1988,0,203
1989,8,249
1990,8,225
1991,7,231
1992,11,239
1993,13,218
1994,0,244
1995,8,263
1996,13,322
1997,8,392
1998,9,449
1999,16,436
2000,12,542
2001,22,503
2002,16,555
2003,15,594
2004,23,646
2005,29,734
2006,40,817
2007,40,826
2008,46,863
2009,45,1047
2010,57,1211
2011,67,1491
2012,60,1909
2013,64,2075
2014,113,2545
2015,104,2713
2016,88,2941
2017,106,3176
2018,118,3290
2019,117,3504
